Name;AK0HR1;AK0HR2;AK0HR3;AK42DR1;AK42DR2;AL0HR1;AL0HR2;AL0HR3;AL42DR1;AL42DR2;AL42DR3
FvH4_3g04610;44;45;25;4;3;0;0;0;0;0;0
FvH4_6g13960;2;4;4;2;1;6;1;0;7;4;10
FvH4_6g23303;1;0;0;0;0;0;0;0;0;0;2
FvH4_6g11300;1;0;2;1;0;1;1;2;0;0;0
FvH4_6g13961;1;0;0;0;0;3;4;4;0;0;0
FvH4_6g23302;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25914;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25913;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g37950;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25912;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25911;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25910;995;787;1041;53;108;1078;773;748;390;375;170
FvH4_7g01970;2632;2566;2368;1949;2125;1474;1156;1214;1302;961;1771
FvH4_7g01961;0;0;0;0;0;0;0;0;1;0;0
FvH4_6g25970;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g01982;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g01980;14;19;25;23;31;12;6;8;17;12;21
FvH4_6g01981;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49920;320;280;293;247;219;314;231;226;325;301;257
FvH4_6g23310;1;2;1;0;2;2;0;0;2;2;2
FvH4_6g50900;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13962;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13963;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g04600;6686;7970;6152;279;978;1;7;6;1;3;2
FvH4_6g13991;3022;2681;2569;2352;1962;3731;3736;3964;2814;2277;2979
FvH4_7g13964;0;1;0;0;0;1;0;0;0;0;0
FvH4_6g13990;661;503;576;757;575;564;390;486;796;587;660
FvH4_7g13965;2;1;0;0;0;0;0;0;0;0;0
FvH4_6g11330;96;140;156;27;34;5;2;2;30;22;11
FvH4_6g49900;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g37920;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g01980;6;9;5;3;6;4;1;0;0;0;0
FvH4_7g25950;527;478;452;119;107;378;465;518;176;130;300
FvH4_6g37910;4;2;7;2;3;2;0;0;2;4;1
FvH4_6g49910;687;617;679;930;1052;528;382;448;592;559;698
FvH4_7g11310;137;135;138;7;21;9;8;12;1;3;14
FvH4_6g13980;66;56;57;1;4;8;9;8;4;9;9
FvH4_6g11320;1293;1008;1266;146;45;67;56;50;99;68;107
FvH4_6g37931;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g37930;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g01990;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25930;435;345;343;403;547;277;224;214;367;347;437
FvH4_7g25940;365;351;370;456;529;206;152;212;333;317;423
FvH4_6g25950;0;0;0;0;2;0;0;0;0;0;0
FvH4_6g37922;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g37921;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13960;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11300;370;375;375;350;647;158;100;120;253;249;261
FvH4_7g13961;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g13890;28;20;16;2;4;7;7;7;7;0;4
FvH4_6g11230;1125;1039;1063;17;3;55;38;50;10;6;20
FvH4_4g04510;0;0;0;0;0;0;0;0;0;0;0
FvH4_c6g00031;0;0;0;0;0;0;0;0;0;0;0
FvH4_c6g00030;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g37860;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16500;29;30;12;31;27;24;17;18;42;42;50
FvH4_6g50830;308;311;255;191;139;109;84;120;136;151;140
FvH4_6g23221;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23220;0;2;1;5;10;0;0;0;0;0;0
FvH4_6g49850;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g11220;0;0;0;1;0;0;0;0;2;0;3
FvH4_4g04520;1515;1375;1247;1455;1604;995;798;966;980;1099;1342
FvH4_6g35211;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35210;22;26;14;1;4;4;7;8;0;0;10
FvH4_6g37871;167;190;157;330;370;180;130;156;388;326;400
FvH4_6g37870;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50820;2082;1939;2002;1737;2473;1482;1019;1048;1930;1179;1618
FvH4_6g50821;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49840;1490;1382;1486;1208;1328;1257;1024;1028;885;741;786
FvH4_6g11250;1395;1520;1506;1288;1746;417;229;242;681;581;713
FvH4_6g11251;55;40;49;56;34;60;61;98;54;37;39
FvH4_6g37840;160;162;126;39;68;46;40;52;59;26;97
FvH4_6g50810;1897;1502;1642;1756;1650;568;394;510;897;744;978
FvH4_6g23200;1338;1441;1334;812;976;1489;1222;1246;966;813;1024
FvH4_6g49830;563;518;534;573;630;2337;1670;1712;1092;1336;1147
FvH4_6g11240;476;409;447;267;246;1692;1365;1520;776;1011;716
FvH4_6g11241;317;318;295;247;376;110;51;70;125;103;150
FvH4_4g04500;273;304;286;75;132;11;11;4;40;82;18
FvH4_6g37850;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28592;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28591;0;1;1;0;0;0;0;2;0;0;0
FvH4_5g28590;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g25870;0;0;0;0;1;0;0;0;0;0;0
FvH4_6g25871;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50800;409;613;493;61;98;39;52;38;12;7;9
FvH4_6g23211;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23210;619;633;494;882;1058;400;368;364;859;634;694
FvH4_c6g00070;79;51;58;158;79;0;0;0;1;0;2
FvH4_4g28521;540;444;429;509;643;350;255;352;551;435;574
FvH4_4g04550;367;384;334;181;170;273;245;298;171;126;164
FvH4_4g28520;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35240;556;541;516;452;543;234;187;166;364;425;555
FvH4_6g11270;5;11;11;17;9;4;3;4;11;26;44
FvH4_6g23260;299;272;281;285;398;827;523;556;473;260;254
FvH4_1g21580;0;0;1;0;0;0;1;0;0;0;0
FvH4_4g16540;603;512;453;363;433;420;373;378;405;339;497
FvH4_6g47230;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23262;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23261;148;144;120;19;46;71;26;38;49;32;22
FvH4_6g11260;44;33;39;31;19;29;26;20;31;21;32
FvH4_6g35250;309;309;281;20;28;29;31;28;10;10;16
FvH4_c6g00061;0;0;0;0;0;0;0;0;0;0;0
FvH4_c6g00060;7;1;2;2;2;0;0;0;0;2;0
FvH4_1g08590;931;755;999;337;498;751;539;568;514;436;574
FvH4_4g28510;0;0;0;0;2;0;0;0;0;0;0
FvH4_4g04560;8;9;8;5;8;5;5;0;2;4;4
FvH4_6g23270;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49880;33;19;31;47;30;29;27;26;24;29;42
FvH4_6g50860;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16531;2;4;3;2;3;5;0;6;2;1;3
FvH4_4g16532;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16530;0;0;0;0;0;1;0;0;0;0;0
FvH4_6g47220;443;479;470;290;303;299;189;196;271;204;231
FvH4_c6g00050;27;9;13;2;0;3;0;0;3;2;0
FvH4_4g28500;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04530;2;0;1;2;0;1;0;2;2;5;0
FvH4_4g28501;34;8;11;0;0;59;40;48;1;6;0
FvH4_6g35220;0;1;0;1;2;6;1;0;1;0;0
FvH4_6g11290;1069;948;916;901;1050;631;417;422;621;452;506
FvH4_6g37880;149;157;183;50;37;0;0;0;0;0;2
FvH4_6g50850;10;9;5;10;8;27;30;32;93;98;119
FvH4_4g16520;103;78;99;44;31;44;29;58;32;14;68
FvH4_6g23240;1145;1144;1139;860;935;768;652;700;925;832;1175
FvH4_6g49870;0;0;0;0;0;5;0;0;3;0;0
FvH4_6g37890;2544;2278;2291;865;1107;405;296;332;361;303;536
FvH4_c6g00040;21;18;22;2;13;11;15;20;2;0;1
FvH4_4g04540;0;0;0;1;0;2;0;0;1;0;0
FvH4_6g11280;2072;2261;2237;2435;2693;2001;1513;1542;2256;1877;1953
FvH4_6g35230;1101;1015;1035;841;1155;704;493;548;724;552;752
FvH4_1g21570;0;0;0;1;0;0;0;0;0;0;0
FvH4_7g01900;158;129;113;89;149;203;198;200;183;183;274
FvH4_6g50840;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16510;24;26;27;2;2;1;1;4;0;5;6
FvH4_6g23254;0;0;0;0;0;3;0;0;0;0;0
FvH4_6g23253;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23252;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23251;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g47200;362;353;355;487;781;304;207;232;476;448;511
FvH4_6g23250;46;41;35;79;154;90;36;56;192;112;129
FvH4_5g16550;0;0;0;11;13;0;1;0;5;6;7
FvH4_6g35280;1571;1355;1350;561;669;830;761;768;722;499;892
FvH4_2g08530;189;180;206;21;27;44;20;30;1;6;0
FvH4_7g11281;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11280;1248;1347;1319;897;1177;873;576;574;1148;1457;888
FvH4_3g41570;4;3;4;0;0;2;4;0;0;0;0
FvH4_5g04570;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g47270;117;104;90;79;94;39;44;48;60;76;117
FvH4_2g21510;268;303;243;299;446;493;354;396;543;593;668
FvH4_7g23271;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23270;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21543;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21542;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21541;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21540;251;95;190;26;33;27;10;8;50;37;9
FvH4_1g08550;5;2;1;32;112;0;0;6;3;5;11
FvH4_5g16560;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16561;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35291;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08540;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35290;146;110;79;110;183;95;84;72;166;160;193
FvH4_4g28551;10;14;6;25;33;373;216;290;524;465;495
FvH4_4g28550;1;0;0;16;30;33;16;2;604;994;691
FvH4_4g28553;1079;1147;1119;916;2277;1505;899;1112;2233;2358;3378
FvH4_4g28552;3;3;6;3;13;8;5;0;88;178;142
FvH4_2g21500;582;471;638;379;605;17;14;12;61;86;100
FvH4_6g47260;3931;4364;3315;32111;8242;3254;2209;2408;2642;1301;1675
FvH4_5g04580;105;91;132;113;133;7;5;4;66;60;10
FvH4_5g28530;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16571;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16570;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33511;60;60;68;29;25;56;49;54;6;8;11
FvH4_6g35260;6;5;7;2;2;48;51;46;6;3;3
FvH4_2g33510;207;207;229;114;174;170;120;132;146;122;184
FvH4_1g08580;645;897;928;955;2610;315;183;264;1132;970;1282
FvH4_4g28544;0;2;0;0;0;0;0;0;0;0;1
FvH4_2g08550;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28543;127;162;170;36;84;97;31;48;56;56;18
FvH4_4g28545;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41590;643;585;633;825;785;595;480;498;749;505;671
FvH4_4g28540;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28542;1;0;1;0;0;0;0;0;0;0;0
FvH4_4g04570;41;38;40;133;188;67;35;64;104;148;172
FvH4_4g28541;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16530;0;0;0;0;0;0;0;0;0;2;0
FvH4_5g16531;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50890;394;344;416;449;596;315;242;276;471;446;608
FvH4_6g23281;650;562;589;629;902;508;423;440;746;587;704
FvH4_5g04550;0;0;0;0;2;0;0;0;0;0;0
FvH4_6g23280;18;18;21;38;57;58;49;34;49;49;81
FvH4_6g47250;3;3;6;5;1;0;0;0;0;0;1
FvH4_2g21530;0;0;1;0;0;0;0;0;2;2;1
FvH4_5g04555;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28521;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28520;0;3;1;0;1;0;1;0;0;1;1
FvH4_7g23290;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21520;1;0;1;0;0;0;0;0;0;0;1
FvH4_5g04552;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04551;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04554;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04553;0;5;5;8;7;7;3;2;16;12;12
FvH4_2g33500;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08570;3;1;2;2;4;1;2;6;2;2;2
FvH4_5g16540;74;73;80;131;145;35;16;18;42;36;46
FvH4_3g04590;239;237;213;174;317;92;75;38;91;95;139
FvH4_3g41580;34;35;15;2;8;40;35;34;12;10;18
FvH4_4g28530;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04580;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50880;1159;1027;1013;3743;3726;774;475;550;2958;2732;2215
FvH4_2g21520;2070;2302;2316;522;786;1227;929;1012;666;627;583
FvH4_6g47240;16;4;7;1;2;0;5;2;3;4;1
FvH4_6g23290;0;1;0;0;0;0;2;4;6;4;8
FvH4_2g08560;596;874;639;41;5;83;21;8;0;0;1
FvH4_4g16550;0;0;0;0;0;1;0;0;0;0;0
FvH4_1g21530;305;215;266;263;327;187;130;144;186;144;160
FvH4_3g28550;74;58;76;28;11;198;222;270;116;89;195
FvH4_5g16590;2;2;2;0;0;0;2;0;0;1;0
FvH4_3g41530;2354;2324;2132;2186;3161;1562;1054;1244;1670;1186;1505
FvH4_3g41531;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21500;1025;960;854;267;298;1238;1094;1114;414;351;399
FvH4_3g16570;795;793;801;694;1052;395;309;332;515;433;643
FvH4_3g28560;1866;1802;1675;1460;1388;3213;2325;2788;1639;1402;1330
FvH4_4g28590;191;162;165;176;249;719;566;562;650;568;758
FvH4_3g41520;1616;1603;1465;1280;1816;1082;774;864;1253;957;1169
FvH4_3g41510;0;0;0;0;0;0;0;0;0;0;0
FvH4_c21g00010;1;0;0;0;1;0;0;0;0;0;0
FvH4_3g16580;736;645;649;912;1047;529;435;490;1092;1030;1050
FvH4_1g21510;0;0;0;2;0;4;0;0;2;0;3
FvH4_1g08510;3221;1966;2787;339;231;567;411;480;159;106;121
FvH4_5g16570;1697;1607;1767;1031;1197;905;584;632;544;655;696
FvH4_2g08510;823;826;925;264;644;33;20;26;37;76;65
FvH4_3g28570;0;0;0;1;1;1;1;4;2;4;4
FvH4_4g28580;170;170;157;131;160;21;9;8;67;65;137
FvH4_c21g00040;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28561;0;0;0;0;0;0;0;0;0;0;1
FvH4_5g28560;1;3;0;1;0;0;0;0;0;0;0
FvH4_6g47290;757;725;709;338;267;1409;1152;1279;930;620;1416
FvH4_3g16590;1111;1076;978;1489;2091;622;505;554;1029;1036;1178
FvH4_1g08542;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08543;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08540;1;2;2;7;78;2872;3057;3472;496;522;969
FvH4_1g08541;113;85;107;2;0;1;1;0;0;0;0
FvH4_3g28582;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08520;790;778;757;122;403;42;30;40;18;40;35
FvH4_3g28581;2;0;0;0;0;1;0;0;0;1;0
FvH4_3g28580;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16580;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g47281;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28550;0;0;0;0;1;0;0;0;0;0;0
FvH4_6g47280;1;0;2;5;3;0;0;0;0;0;1
FvH4_1g08531;18;42;26;0;0;11658;10551;11256;4985;3146;7899
FvH4_1g08530;0;0;0;0;0;0;1;2;0;0;0
FvH4_4g16590;42;40;26;33;24;24;19;22;21;11;33
FvH4_7g13621;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13622;4;5;10;16;13;2;4;0;6;4;19
FvH4_3g26330;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28990;515;456;461;426;505;454;315;326;492;368;560
FvH4_2g18060;321;286;256;207;216;272;148;280;191;166;176
FvH4_2g33690;676;795;717;387;627;301;241;238;444;371;509
FvH4_3g02360;463;425;322;640;772;441;387;514;557;471;497
FvH4_7g25602;8;10;6;12;21;9;16;20;22;14;27
FvH4_3g41970;92;87;106;75;45;71;35;38;42;45;63
FvH4_7g25601;15;9;9;0;1;0;0;0;0;0;0
FvH4_3g41971;0;0;0;0;0;8;3;8;0;5;1
FvH4_7g01640;1417;1291;1302;2634;3343;682;475;498;1252;902;1122
FvH4_7g25600;726;574;618;26;5;148;132;148;18;17;64
FvH4_3g38320;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25610;250;241;241;744;884;854;700;794;2073;2058;1602
FvH4_3g14350;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04611;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04610;328;238;255;28;34;53;34;66;20;11;23
FvH4_7g13630;1556;1155;1118;1075;1510;2201;2126;2470;1387;1033;1601
FvH4_2g06070;253;218;226;206;176;72;73;76;91;65;85
FvH4_7g13631;207;226;196;255;427;73;60;64;162;163;225
FvH4_3g26340;0;3;2;0;0;14;5;6;1;0;0
FvH4_2g31020;30;32;22;21;16;8;3;10;2;8;22
FvH4_5g16600;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33680;79;64;78;6;7;0;0;0;18;13;4
FvH4_7g01650;475;486;460;716;918;8450;7103;7716;8708;7279;7429
FvH4_3g02350;2346;2271;2117;3589;3835;1240;879;1012;1910;2107;2523
FvH4_2g18050;205;174;185;110;193;792;510;588;465;573;804
FvH4_3g14364;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14363;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14362;0;0;0;0;0;1;0;0;1;0;0
FvH4_3g14361;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g38310;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28390;12879;11522;13082;3158;2379;1148;673;748;204;99;99
FvH4_3g14360;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04620;42;29;27;0;4;22;3;8;14;17;6
FvH4_7g13620;0;0;0;0;0;0;0;0;2;0;0
FvH4_2g31050;5;11;4;26;21;132;134;156;485;305;624
FvH4_2g18080;770;768;789;394;823;203;141;182;62;30;48
FvH4_7g01660;1659;1310;1523;777;882;4808;3804;4238;1233;1022;1049
FvH4_7g25624;312;291;263;350;349;4127;3735;4142;2080;1753;2473
FvH4_3g02340;51;53;42;6;4;23;39;30;9;5;16
FvH4_7g25623;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25622;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28380;6776;6429;7117;1259;601;3646;1761;2240;601;298;387
FvH4_3g14371;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14370;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g38340;17;19;22;20;19;23;27;38;3;4;8
FvH4_7g13650;192;165;153;205;155;250;238;316;177;213;229
FvH4_2g06090;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06091;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26360;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18071;6;13;4;20;27;3;1;6;1;0;6
FvH4_2g18070;749;657;663;264;298;475;417;510;460;330;585
FvH4_2g31040;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g01670;63;50;51;13;16;108;76;80;23;27;55
FvH4_3g04990;701;613;616;412;502;596;452;516;372;245;377
FvH4_4g28371;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41980;2628;2249;2160;2421;2977;1571;1207;1452;2286;2078;2676
FvH4_4g28370;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25613;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25612;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g02330;7;8;6;6;1;24;18;30;42;41;68
FvH4_7g25611;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41972;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25621;0;3;3;6;5;0;0;0;5;11;2
FvH4_3g38330;1171;1240;1076;953;676;2998;1762;1998;1552;1126;1062
FvH4_7g25620;3;7;4;1;3;3;2;2;5;3;7
FvH4_3g14382;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14381;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14380;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04600;524;487;448;518;652;442;346;398;696;444;598
FvH4_7g13640;31;27;37;21;38;47;24;22;37;24;17
FvH4_3g28950;218;232;233;143;143;881;550;662;560;613;420
FvH4_7g11000;200;199;179;317;359;226;163;178;323;286;342
FvH4_2g06031;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33650;85;128;103;65;238;11;8;16;29;29;21
FvH4_2g18020;4;21;9;1;8;0;2;6;2;0;0
FvH4_3g28954;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28953;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16630;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28952;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16631;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28951;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16632;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18021;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41920;345;319;311;214;293;548;444;432;389;371;416
FvH4_7g25650;357;282;327;305;232;2653;1584;1918;763;563;570
FvH4_2g21670;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08690;967;755;838;227;188;277;243;256;131;111;207
FvH4_5g28621;701;709;669;644;979;584;425;412;448;476;485
FvH4_5g28620;1733;1587;1512;1492;1626;812;617;606;908;816;852
FvH4_2g06030;832;721;787;623;1147;1485;224;256;1149;412;117
FvH4_5g04650;244;266;294;182;448;2535;1620;1764;1692;1939;1476
FvH4_3g16970;11;11;9;11;8;11;5;10;6;11;19
FvH4_3g28961;2;1;0;0;0;2;0;0;0;0;0
FvH4_3g28960;137;135;89;109;109;116;80;96;95;82;70
FvH4_7g11010;1510;1242;1343;1534;1729;917;701;736;1312;883;1014
FvH4_2g33641;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33640;310;293;322;468;729;81;50;78;95;87;90
FvH4_3g02390;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16640;1885;1750;1733;2191;2884;1003;732;782;1468;1248;1482
FvH4_3g26300;2003;1972;1821;2450;3127;1623;1073;1294;2690;1881;2414
FvH4_3g26301;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14320;0;1;0;0;0;0;0;0;0;0;0
FvH4_5g04660;1081;1404;1131;489;1159;235;142;144;451;623;655
FvH4_7g25640;6;8;2;16;15;24;17;16;33;21;31
FvH4_3g41910;128;122;110;74;70;92;72;58;88;90;127
FvH4_2g21660;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28611;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28610;675;632;555;814;996;4655;4022;4276;3295;3009;2884
FvH4_2g06040;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13660;1786;1787;1574;2428;2710;3720;2456;2594;7125;4738;4956
FvH4_7g13661;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g16980;7;8;14;53;71;5;6;8;12;10;15
FvH4_5g02000;60;57;39;8;4;24;20;6;9;3;12
FvH4_5g02001;552;454;409;164;53;515;566;604;206;106;331
FvH4_3g26310;2014;1770;1640;100;51;1480;1053;1064;385;488;127
FvH4_3g28970;3;4;0;2;5;3;0;2;3;1;1
FvH4_3g26317;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26318;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33670;480;464;421;267;119;313;225;302;219;162;269
FvH4_3g26315;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26316;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26313;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26314;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18040;715;656;666;75;94;282;295;304;169;121;145
FvH4_3g26311;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26312;0;0;0;0;0;0;0;0;1;0;0
FvH4_5g16610;5084;4247;4121;4242;3463;3902;3266;3682;2771;1748;3150
FvH4_3g14330;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41940;3;2;1;4;1;3;5;4;4;2;7
FvH4_3g38300;14;5;7;5;3;0;0;0;2;5;6
FvH4_7g23010;315;379;316;43;157;69;48;38;26;37;49
FvH4_7g25671;179;133;158;164;199;106;48;63;124;51;64
FvH4_7g25670;1028;1034;941;1303;1942;424;279;328;919;717;1187
FvH4_2g21690;59;32;45;41;136;0;0;0;3;1;6
FvH4_7g13690;391;334;412;168;259;254;199;220;332;237;283
FvH4_2g06050;462;419;357;0;0;1;0;0;16;37;10
FvH4_6g11600;141;108;111;100;79;119;94;114;56;32;30
FvH4_3g16990;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g38302;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g38301;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04630;29;20;17;0;2;7;1;2;3;4;0
FvH4_2g33660;53;58;43;15;24;73;56;66;61;37;29
FvH4_5g16622;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16623;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16624;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g02370;7;10;13;44;43;1;0;0;3;0;0
FvH4_2g18030;2622;2293;2169;3198;2239;2014;2233;2370;2357;2351;2956
FvH4_5g16620;202;202;194;210;169;329;307;276;212;142;234
FvH4_5g16621;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14340;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41930;1579;1285;1141;696;271;351;300;344;152;109;247
FvH4_7g23000;59;72;60;100;132;2059;1504;1600;1483;1624;1489
FvH4_7g25660;85;72;96;27;55;84;39;24;115;144;43
FvH4_3g26319;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06060;1781;1932;1876;0;0;3;2;0;7;11;7
FvH4_2g21680;302;270;275;228;403;375;302;304;437;397;460
FvH4_7g13680;20;23;21;54;41;13;7;30;25;18;45
FvH4_5g04640;588;573;492;432;433;252;177;222;190;195;271
FvH4_c11g00010;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g04940;564;502;498;496;357;336;247;234;174;104;168
FvH4_3g28913;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28912;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28911;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28910;255;232;213;346;422;140;99;106;167;185;184
FvH4_3g16930;959;1006;1018;76;136;73;54;52;2;1;0
FvH4_3g16931;0;0;0;0;0;0;0;0;0;0;0
