Name;AK0HR1;AK0HR2;AK0HR3;AK42DR1;AK42DR2;AL0HR1;AL0HR2;AL0HR3;AL42DR1;AL42DR2;AL42DR3
FvH4_7g05020;133;117;105;147;235;101;69;80;96;105;169
FvH4_2g29850;310;264;251;477;579;490;369;426;645;725;709
FvH4_2g03220;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07680;118;96;128;122;94;319;297;348;238;241;392
FvH4_5g29490;0;4;3;0;0;57;2;4;11;1;0
FvH4_7g20650;642;655;632;463;605;367;314;252;191;167;195
FvH4_3g22870;69;37;52;30;36;39;20;38;28;25;48
FvH4_3g20210;279;279;269;131;119;140;108;86;81;42;81
FvH4_2g17870;230;233;195;313;311;250;191;230;332;307;378
FvH4_6g22390;12;12;9;8;12;6;13;6;19;16;27
FvH4_6g46360;1573;1610;1551;1591;2309;546;287;312;680;589;637
FvH4_7g20660;142;142;151;119;116;41;37;38;53;38;76
FvH4_5g29491;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g30480;188;179;189;292;394;143;107;116;225;283;282
FvH4_5g29492;0;0;0;0;0;0;0;0;1;0;0
FvH4_5g30481;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g17011;347;330;299;55;41;643;531;600;148;94;222
FvH4_7g19670;1076;1032;1056;724;762;2586;2094;2338;1394;929;1297
FvH4_3g07270;214;203;184;212;276;1036;1031;1180;846;606;984
FvH4_7g17010;970;904;875;839;1105;502;372;412;511;554;535
FvH4_3g19220;5;2;0;0;0;1929;2518;2618;127;60;121
FvH4_3g34860;37;43;46;4;45;1455;783;730;2030;2016;2181
FvH4_2g30830;170;130;147;35;50;187;123;176;41;34;20
FvH4_3g19221;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32200;855;892;811;476;554;352;339;358;198;220;362
FvH4_3g32201;0;0;1;0;0;0;0;0;0;0;0
FvH4_6g34380;2545;2357;2319;2619;3546;1214;898;1038;1660;1650;2026
FvH4_7g07690;769;709;649;919;979;275;246;304;617;479;590
FvH4_2g05890;0;0;0;0;0;0;0;2;0;0;0
FvH4_2g29840;1418;1415;1288;668;1395;585;430;482;120;110;194
FvH4_2g03230;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20220;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07262;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07263;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22880;136;103;148;184;249;191;143;138;236;163;324
FvH4_7g20640;473;438;444;285;289;234;189;172;219;179;250
FvH4_3g07260;2209;2162;2408;1355;2041;771;617;640;1363;1223;1493
FvH4_5g29480;1;2;2;0;1;6;0;0;0;0;0
FvH4_3g07261;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g30470;1;1;0;0;0;0;0;2;2;1;1
FvH4_2g15201;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17860;832;738;704;558;879;524;431;478;560;520;676
FvH4_7g17000;446;512;439;419;506;17;12;10;29;16;19
FvH4_2g15200;2704;2548;2350;220;341;1315;1011;1048;857;630;1067
FvH4_7g19660;952;866;873;673;967;131;155;168;429;297;746
FvH4_3g19231;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g34850;308;318;292;295;346;138;98;116;226;251;321
FvH4_7g32621;0;0;3;0;0;5;0;0;0;9;4
FvH4_3g19230;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g32620;485;426;446;343;384;343;266;299;232;291;308
FvH4_2g30820;415;350;389;268;335;277;160;212;323;243;299
FvH4_3g19232;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46350;393;326;326;262;396;571;445;486;395;301;513
FvH4_7g32622;0;0;0;1;1;0;0;4;1;1;1
FvH4_2g27294;7;6;4;7;7;0;0;0;1;0;1
FvH4_2g27295;5;1;4;1;0;6;2;10;7;1;2
FvH4_3g10820;0;0;0;0;0;0;0;2;0;0;1
FvH4_4g30400;1911;1871;1800;2205;2682;830;592;574;1385;1218;1339
FvH4_5g17400;186;166;166;260;318;291;284;322;1052;1437;1400
FvH4_3g09830;579;560;530;365;337;57;53;72;69;56;108
FvH4_3g22803;0;0;1;0;0;0;0;0;0;0;0
FvH4_2g39271;164;187;142;195;216;161;97;140;251;172;226
FvH4_3g22804;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g39270;137;139;102;23;34;58;43;58;40;21;65
FvH4_3g22805;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22806;0;0;0;0;1;1;0;0;0;0;2
FvH4_4g05450;77;87;106;23;32;0;1;0;12;0;2
FvH4_3g22800;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22801;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22802;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g10830;0;0;0;0;0;0;0;0;1;2;0
FvH4_4g17430;463;679;502;141;940;331;222;300;74;110;127
FvH4_2g27290;5;2;5;0;2;4;3;8;6;1;1
FvH4_3g22807;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27291;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27292;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40270;2;1;0;0;0;1116;1793;1844;0;0;3
FvH4_5g05420;0;0;0;0;0;1;0;2;0;0;1
FvH4_2g27293;4;5;3;1;9;2;2;0;6;1;2
FvH4_4g30410;2;0;3;0;0;2;5;2;13;6;11
FvH4_4g29400;257;241;258;67;81;0;0;0;0;0;0
FvH4_3g22820;169;195;158;141;212;102;79;92;129;90;132
FvH4_5g17410;0;1;0;1;2;1;0;2;1;0;2
FvH4_2g39260;886;877;983;703;1117;173;100;96;539;537;341
FvH4_5g05430;856;633;689;595;356;1062;859;890;817;747;743
FvH4_3g22810;1;0;0;0;1;2;0;0;6;1;0
FvH4_3g22811;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05440;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22812;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22813;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g30420;897;784;826;467;528;929;824;900;615;543;803
FvH4_4g17420;0;0;0;0;1;0;0;0;0;0;0
FvH4_2g40280;0;1;0;0;0;0;1;0;0;0;0
FvH4_3g09811;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g09810;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40250;568;527;509;147;237;99;105;104;102;76;213
FvH4_2g39290;1303;1279;1287;292;317;0;0;4;23;25;58
FvH4_4g05430;452;474;449;470;644;259;160;162;340;299;370
FvH4_4g30430;6;6;2;3;6;0;6;2;6;8;6
FvH4_4g30431;0;0;0;0;0;760;473;482;609;417;666
FvH4_3g10850;64;77;91;69;84;39;36;22;48;40;46
FvH4_4g17410;1406;1164;1286;1218;1480;581;392;494;846;683;792
FvH4_5g05400;3895;3517;3571;3045;2695;459;303;378;470;391;588
FvH4_3g09800;1;5;3;0;0;0;0;0;0;0;0
FvH4_3g34800;1;0;0;0;0;0;0;0;1;0;1
FvH4_4g30432;296;333;280;62;67;32;31;36;33;16;51
FvH4_3g22840;417;416;385;865;1328;511;448;489;1105;792;1001
FvH4_4g30433;10;8;4;9;6;31;35;36;21;10;27
FvH4_2g40260;191;229;167;6;1;0;1;0;1;0;0
FvH4_6g46390;845;761;796;133;154;126;91;82;94;75;30
FvH4_2g39280;284;308;304;428;608;908;710;710;1577;1695;1366
FvH4_4g05420;225;189;158;207;146;748;729;786;494;468;513
FvH4_4g17400;2096;1876;1674;1704;2100;1528;1201;1410;1912;1602;1792
FvH4_3g10860;367;336;417;581;508;86;52;80;323;213;127
FvH4_3g34810;121;115;134;140;164;200;139;194;279;223;281
FvH4_5g05410;587;575;633;453;503;416;340;354;209;136;234
FvH4_2g27250;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g17440;1145;1098;1100;915;947;902;705;704;514;467;573
FvH4_2g03281;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g03282;0;0;0;0;0;0;0;0;3;2;0
FvH4_1g27280;160;109;110;266;275;287;334;372;204;145;213
FvH4_3g07210;64;62;53;5;3;7;18;10;3;6;10
FvH4_3g09870;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29450;16;21;21;6;9;4;6;8;9;3;11
FvH4_2g15270;36;46;43;41;31;28;30;52;71;63;62
FvH4_2g39230;57;54;67;68;103;8;4;8;14;6;28
FvH4_3g07211;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g30410;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05490;2732;2566;2302;2263;2830;1637;1298;1470;1357;1232;1583
FvH4_4g05491;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29430;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40230;112;108;113;76;119;106;87;84;78;65;79
FvH4_4g05492;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g05460;142;86;84;95;117;18;17;16;13;8;17
FvH4_1g15290;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g03280;0;0;0;0;0;0;0;0;0;1;0
FvH4_4g17471;0;0;0;1;2;0;0;0;0;0;0
FvH4_4g17470;10;4;7;7;8;8;2;0;7;18;10
FvH4_1g27290;316;214;165;9;13;40;66;50;21;18;24
FvH4_2g27240;0;2;3;0;0;0;0;0;0;0;0
FvH4_2g30890;714;793;681;229;920;73;55;84;283;672;1091
FvH4_5g17450;10887;13100;11338;4791;11184;1054;1030;1202;2341;2903;3043
FvH4_3g09860;4;0;3;1;0;0;0;0;0;0;0
FvH4_5g30400;2051;1827;1806;3097;2447;1680;1563;1626;1475;1699;2284
FvH4_2g39220;1038;917;1013;202;90;117;66;80;15;15;3
FvH4_4g29440;1;1;0;0;0;0;0;0;0;0;0
FvH4_3g07200;0;0;0;0;0;0;0;0;0;0;2
FvH4_2g15260;18;16;16;19;23;5;3;0;10;16;25
FvH4_4g05480;298;348;310;294;415;162;138;160;241;213;260
FvH4_2g40241;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05481;0;0;0;1;0;0;0;0;0;0;0
FvH4_5g05471;200;221;194;291;372;184;168;156;347;302;359
FvH4_5g29420;0;0;0;0;1;0;0;0;1;1;2
FvH4_2g40240;537;533;567;1635;1193;453;286;318;807;437;508
FvH4_5g05470;779;794;712;977;1202;622;425;518;1136;906;1005
FvH4_4g17460;179;155;171;229;367;130;92;112;181;222;291
FvH4_5g17420;680;707;760;721;921;407;303;284;416;534;547
FvH4_1g27260;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g10800;0;0;0;0;0;0;1;0;1;1;1
FvH4_2g40203;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g09850;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40202;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29430;580;594;640;1158;1130;117;55;80;313;321;214
FvH4_2g40204;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15290;345;362;330;561;684;201;123;164;456;537;585
FvH4_2g15291;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g39250;461;444;480;276;353;231;128;229;217;226;193
FvH4_5g05440;28;26;29;57;77;118;79;94;213;197;191
FvH4_4g05470;19;19;12;10;8;1;2;0;3;1;2
FvH4_5g29410;640;643;569;980;1217;2145;2024;2190;2759;2776;3705
FvH4_2g40210;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27270;0;0;1;0;0;0;1;0;0;0;0
FvH4_5g17430;215;223;158;188;223;239;183;226;222;187;201
FvH4_3g10810;1;3;4;7;9;289;166;157;147;160;201
FvH4_1g27270;148;113;112;85;115;109;82;101;83;81;76
FvH4_7g07610;1022;912;826;859;594;118;85;94;158;103;93
FvH4_4g29420;5;12;5;0;0;2;0;0;0;0;0
FvH4_2g15281;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15280;252;214;192;233;241;985;893;898;1259;1084;1294
FvH4_2g39240;123;118;109;109;98;83;56;72;106;76;138
FvH4_3g09840;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g05451;0;0;1;0;0;0;0;2;0;0;0
FvH4_4g05460;43;45;33;0;5;0;0;0;1;0;0
FvH4_5g05450;374;279;255;206;171;97;61;72;77;48;106
FvH4_2g40220;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17440;413;584;428;148;1177;978;672;726;133;166;255
FvH4_5g29400;16;12;16;5;12;16;13;10;13;10;23
FvH4_5g29401;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29402;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27260;1;6;1;0;0;0;0;0;0;0;0
FvH4_7g32380;1231;1126;1018;1304;1516;758;633;736;1282;864;1169
FvH4_1g29780;0;0;0;0;0;0;0;0;0;0;1
FvH4_1g15130;1573;1642;1611;877;1278;630;387;420;805;677;800
FvH4_4g05290;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29250;1;1;0;0;0;4992;1812;2012;0;2;4
FvH4_4g30250;571;507;488;317;307;388;332;398;304;188;419
FvH4_1g17790;628;517;498;473;472;409;392;382;490;384;468
FvH4_6g09710;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29782;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27120;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29781;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03150;180;161;159;136;117;246;226;248;193;171;213
FvH4_1g29791;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29790;123;100;105;29;40;116;108;104;33;33;19
FvH4_1g15120;887;909;937;332;541;255;174;216;328;239;253
FvH4_1g17780;116;106;106;275;398;589;367;476;1088;1141;1258
FvH4_4g29241;0;0;0;0;0;31;18;8;0;0;0
FvH4_4g05280;1;0;0;0;0;0;5;0;4;2;1
FvH4_4g29240;0;0;1;0;1;1194;498;556;1;0;0
FvH4_4g30260;371;310;344;226;303;199;141;192;259;266;272
FvH4_4g30261;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g30262;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g09700;628;545;486;326;284;409;316;374;256;175;311
FvH4_7g20390;0;1;3;6;14;0;0;0;1;1;0
FvH4_1g29795;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29794;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29793;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29792;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03140;309;285;302;209;262;217;138;114;160;161;153
FvH4_4g17261;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17260;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03170;16;12;15;13;26;26;9;12;16;6;15
FvH4_4g29230;559;508;462;304;332;467;376;466;373;299;392
FvH4_4g05270;29;18;11;5;8;16;18;36;15;9;11
FvH4_4g30270;36;19;20;2;1;1;0;0;0;0;0
FvH4_4g05271;3;6;3;0;0;0;0;0;0;1;5
FvH4_4g30271;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05272;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g30272;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05273;0;1;0;0;0;0;0;2;0;0;0
FvH4_1g15150;8;11;7;20;19;2;3;6;14;10;3
FvH4_4g05274;0;0;0;1;0;0;0;0;0;0;0
FvH4_4g05275;0;0;0;0;0;0;0;0;1;0;1
FvH4_6g09731;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27100;914;880;784;1083;1458;712;527;542;956;954;1051
FvH4_1g29761;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g09730;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29760;6;5;4;1;10;6;6;8;12;3;10
FvH4_6g10710;13;7;12;13;11;15;4;8;4;8;11
FvH4_6g10711;1;0;0;2;1;0;2;4;1;0;0
FvH4_4g17250;261;321;277;93;241;18;16;8;44;34;64
FvH4_4g20890;348;307;295;215;280;301;229;230;179;154;152
FvH4_1g03160;50;74;64;21;28;18;18;32;9;16;9
FvH4_7g32390;2;3;5;6;3;6;2;0;5;5;7
FvH4_1g15140;25;22;16;41;28;8;6;4;30;8;11
FvH4_4g29220;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05260;567;495;485;290;383;35;62;80;78;76;162
FvH4_4g05261;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g09720;51;53;43;42;61;30;22;50;79;52;58
FvH4_1g29771;0;5;2;6;11;0;0;0;1;1;0
FvH4_1g29770;0;0;1;0;0;0;0;0;0;0;0
FvH4_6g10700;48;28;31;175;145;677;367;396;1404;1393;892
FvH4_4g17240;139;109;113;123;151;3641;3010;3222;1492;1024;1307
FvH4_4g30280;51;26;28;6;7;14;11;6;2;2;1
FvH4_6g22722;1;0;0;0;0;0;0;0;0;0;0
FvH4_6g22721;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g22720;1011;877;881;960;956;724;610;688;761;776;949
FvH4_1g17750;69;63;74;6;13;9;18;4;25;11;25
FvH4_4g29290;496;480;461;807;1105;593;415;570;515;460;528
FvH4_4g32871;0;0;1;0;0;0;0;0;1;6;2
FvH4_4g32870;2182;2004;2204;1260;1146;1608;1251;1362;908;752;762
FvH4_4g30210;0;0;0;0;0;1;0;0;0;1;0
FvH4_1g29740;516;558;486;500;674;2087;1763;1992;2132;1944;2386
FvH4_6g10730;103;80;103;4;0;14;11;22;6;5;2
FvH4_6g09750;54;48;69;45;29;209;250;230;86;148;134
FvH4_5g05500;180;157;154;35;21;13;18;12;28;21;51
FvH4_1g05770;1681;2266;1948;1053;3794;618;351;412;1164;1970;1131
FvH4_3g07600;0;0;0;0;1;0;0;0;0;0;0
FvH4_6g22732;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g22731;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g22730;2323;2074;1978;877;1132;1111;1204;1270;761;467;1047
FvH4_1g17740;341;281;289;263;301;221;159;156;190;130;204
FvH4_4g32880;65;64;66;219;259;453;301;364;604;695;656
FvH4_6g34713;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29280;1;0;0;1;0;1;0;0;0;0;0
FvH4_6g34711;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g30220;14;6;10;13;18;13;6;10;16;18;44
FvH4_4g32881;4323;4040;3775;6024;6566;3004;2582;2940;2567;3432;4678
FvH4_6g34712;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g30221;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g34710;12;33;14;71;61;0;2;0;6;6;18
FvH4_1g29751;1;4;0;3;5;1;2;4;1;5;3
FvH4_6g09740;68;78;61;78;74;31;27;26;68;54;73
FvH4_6g22740;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03100;17;4;9;2;0;17;8;6;0;0;1
FvH4_1g05761;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29750;1;1;0;0;0;238;182;190;106;141;102
FvH4_6g10720;198;123;132;44;17;131;130;136;62;40;66
FvH4_5g05510;770;686;665;934;1122;396;292;320;564;440;599
FvH4_1g05760;1429;1241;1338;961;938;246;182;268;243;233;258
FvH4_4g17290;81;84;76;116;154;1898;1914;2110;1484;1300;2348
FvH4_6g22700;139;123;103;203;295;3622;3003;3210;1543;1031;1948
FvH4_6g10760;45;73;53;56;51;721;347;450;564;492;286
FvH4_1g17770;0;2;2;0;1;2;1;0;0;0;0
FvH4_4g29270;1218;1078;1085;1015;981;737;502;548;676;722;804
FvH4_4g32891;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g32890;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g30230;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g07110;266;262;264;275;315;490;315;360;523;465;570
FvH4_1g05791;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g05790;290;268;244;305;333;144;114;92;215;142;195
FvH4_6g09770;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03130;1356;1038;1237;1238;1036;2037;1432;1558;798;619;677
FvH4_1g29720;0;0;0;0;0;0;0;0;0;0;1
FvH4_1g05792;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17280;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g22710;29;26;20;22;25;43;38;48;19;6;36
FvH4_6g10750;2688;2787;2534;4017;5944;1326;1060;1084;1594;1603;1927
FvH4_1g15102;14;21;16;30;30;5;14;12;34;13;18
FvH4_1g15101;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g17760;1025;996;916;822;1262;449;360;380;633;445;544
FvH4_1g15100;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29260;375;373;322;210;313;337;251;274;410;336;531
FvH4_4g30240;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g10740;404;420;481;111;348;445;374;350;352;436;757
FvH4_6g09760;13;12;13;9;15;27;33;22;20;29;42
FvH4_6g07100;324;296;283;245;327;234;184;194;218;204;288
FvH4_1g05780;202;219;198;251;336;507;366;398;650;811;720
FvH4_1g29732;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29731;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03120;10;6;4;6;12;4;4;2;5;5;9
FvH4_1g29730;341;300;359;358;428;922;867;926;1027;827;884
FvH4_6g20107;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g10990;36;35;21;10;19;19;20;8;12;2;11
FvH4_6g20108;107;89;99;75;107;27;21;32;25;19;34
FvH4_7g10991;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20105;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20106;131;112;102;141;169;132;102;128;148;135;99
FvH4_6g10780;3;2;1;5;3;0;0;0;1;1;4
FvH4_6g20103;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20104;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20101;0;3;1;2;0;0;2;0;0;0;0
FvH4_7g07340;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20102;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19110;595;574;526;362;504;3770;3277;3496;2580;2548;3138
FvH4_1g17710;1430;1312;1221;1762;1914;971;759;822;1558;1430;1422
FvH4_2g03400;131;105;115;106;152;176;124;148;124;140;123
FvH4_6g34750;2;4;3;0;0;1;6;0;2;0;1
FvH4_7g20310;25;24;22;12;28;21;18;10;23;18;28
FvH4_7g20311;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g29701;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g22980;651;536;567;376;449;319;318;320;321;197;275
FvH4_6g34742;0;0;1;0;1;0;0;0;1;0;0
FvH4_7g19330;218;188;186;73;90;174;121;158;118;81;121
FvH4_6g20110;22;37;20;13;38;33;40;32;27;15;22
FvH4_6g46740;0;0;0;0;0;0;0;0;0;0;1
FvH4_6g20111;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g05731;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46742;1;0;0;0;0;651;378;338;391;1708;582
FvH4_1g05730;1444;1297;1276;1191;1284;6167;5053;5506;4256;3781;4146
FvH4_6g22770;1467;1238;1125;1503;1320;1509;1661;1876;1444;1414;1683
FvH4_6g46741;1;0;4;0;0;1;4;0;6;6;7
FvH4_1g29700;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g07130;1868;1713;1665;2320;3240;921;712;748;1381;1321;1849
FvH4_6g09790;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g10770;215;338;346;5060;6359;564;134;112;2363;2267;1551
FvH4_6g20112;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07350;2;0;0;4;2;2;0;2;0;0;3
FvH4_6g32101;0;0;3;0;0;0;0;0;0;0;0
FvH4_6g32100;31;36;77;24;32;37;22;26;36;30;15
FvH4_7g22960;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g22970;165;141;176;107;234;0;0;2;22;8;22
FvH4_7g19320;1686;1519;1423;1801;1824;1242;985;1060;1189;989;1187
FvH4_6g07120;15;19;20;2;2;0;0;0;3;1;0
FvH4_1g05720;31;28;44;21;29;20;23;22;6;4;8
FvH4_6g46731;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20120;6;5;6;1;3;2;0;0;3;2;2
FvH4_6g22781;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46730;103;86;70;76;89;323;280;328;512;557;742
FvH4_1g29711;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g09780;1075;1361;1030;227;522;69;43;60;49;57;111
FvH4_6g22780;312;253;257;52;54;57;41;46;27;19;33
FvH4_1g29710;1;0;4;1;8;144;107;116;97;84;116
FvH4_7g07360;1;2;1;1;3;185;119;78;42;17;24
FvH4_7g32320;16;7;18;15;4;10;6;6;9;7;6
FvH4_6g46710;585;548;443;1048;1201;1398;941;1044;577;447;860
FvH4_1g17730;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g34730;16;40;17;37;40;0;2;4;11;5;30
FvH4_6g19130;8;15;15;13;9;16;18;12;16;15;23
FvH4_7g19350;26;27;37;17;15;11;12;8;21;7;15
FvH4_7g20340;551;412;440;199;143;44;44;53;21;15;31
FvH4_2g15410;567;434;434;21;3;137;128;94;14;0;5
FvH4_6g34720;15;23;15;9;14;16;8;2;12;13;18
FvH4_1g05750;6;8;14;3;2;0;2;0;3;2;2
FvH4_6g22750;60;66;62;75;141;0;1;0;3;0;0
FvH4_6g46720;303;317;286;201;286;170;177;160;221;217;294
FvH4_6g07150;874;697;812;546;709;224;149;144;277;301;257
FvH4_7g07370;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g10790;1205;927;986;2799;3651;1707;1427;1494;3835;3720;4129
FvH4_2g03430;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g10791;545;353;422;2070;2561;14;2;0;2019;1834;2078
FvH4_6g46700;91;103;98;165;242;810;543;566;520;434;472
FvH4_2g03431;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g34740;3;7;6;0;0;8686;7058;8270;2886;1770;5610
FvH4_6g34741;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g17720;351;361;299;347;459;221;180;210;396;320;382
FvH4_2g03432;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g20320;701;450;402;182;124;32;47;41;49;16;59
FvH4_6g19120;0;1;0;0;0;0;1;0;0;0;0
FvH4_7g22990;968;1000;914;907;1025;637;483;546;844;645;758
FvH4_6g34731;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g19340;1672;1214;1634;390;454;1272;1253;1240;640;353;987
FvH4_1g05740;1583;1503;1445;945;1306;1139;842;946;1401;1172;1646
FvH4_2g15400;1967;1587;1882;1295;2114;969;770;750;1095;1036;1154
FvH4_6g20100;0;0;0;1;0;0;0;0;0;0;0
FvH4_7g32300;43;38;46;34;44;26;24;20;13;25;20
FvH4_6g07140;428;331;292;2673;3129;924;516;546;2340;2042;2297
FvH4_6g07170;531;520;396;138;304;557;267;354;275;292;405
FvH4_7g32340;16;21;25;27;24;0;0;0;4;0;1
FvH4_6g19150;2060;2078;2102;1178;1976;1749;1260;1400;1280;1023;1359
FvH4_6g34791;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g34790;169;167;167;272;351;98;69;56;153;203;211
FvH4_7g20360;385;382;306;251;277;345;276;292;359;315;403
FvH4_7g19370;1640;1653;1622;2228;2321;1340;1171;1336;1864;1368;1604
FvH4_6g20150;0;0;0;0;0;0;0;0;1;0;0
FvH4_6g46780;104;95;67;45;72;257;225;208;126;117;140
FvH4_6g07171;1;0;0;0;0;2;0;0;0;0;0
FvH4_4g30290;30;18;13;59;74;92;96;124;286;303;272
FvH4_6g44107;82;34;37;91;118;132;91;118;434;405;143
FvH4_6g44108;3;0;1;0;0;1;3;0;0;1;1
FvH4_6g44109;5;9;9;28;33;11;3;0;124;104;13
FvH4_7g07390;202;190;191;213;219;2990;1502;1792;1172;959;725
