Name;FK0HR1;FK0HR2;FK0HR3;FK42DR1;FK42DR2;FK42DR3;FL0HR1;FL0HR2;FL0HR3;FL42DR1;FL42DR2;FL42DR3
FvH4_3g25442;0;0;1;1;0;0;0;0;0;0;0;0
FvH4_7g26501;25;13;10;12;2;4;45;107;90;302;461;252
FvH4_7g26500;0;0;0;0;0;0;2;0;0;0;0;0
FvH4_3g13460;9;6;5;0;1;1;0;0;0;0;0;0
FvH4_3g37430;588;541;614;339;317;317;214;595;300;471;608;379
FvH4_2g22520;4044;4101;4429;1448;1391;1350;4535;3754;5194;2352;2066;2515
FvH4_7g14520;2284;1942;2206;2008;1575;1408;808;904;768;796;1019;852
FvH4_3g25451;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25450;206;201;260;275;333;284;595;1065;761;1183;2193;1108
FvH4_4g00400;206;191;212;518;402;463;174;698;163;367;832;400
FvH4_5g35380;384;338;341;575;384;359;156;314;179;540;520;476
FvH4_2g10540;1537;1565;1632;1001;1023;964;608;937;686;535;792;486
FvH4_5g35381;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02540;1058;814;873;52;28;48;16201;11303;25218;2462;1768;3757
FvH4_2g22510;326;323;299;374;337;313;14;30;38;376;256;332
FvH4_3g37420;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_2g22511;79;81;80;70;60;32;56;83;48;59;91;36
FvH4_3g13470;5;10;9;10;1;4;2;2;1;1;3;1
FvH4_2g09550;3;2;6;2;0;1;2;0;1;0;1;2
FvH4_7g14510;0;0;0;2;1;0;0;0;0;0;0;0
FvH4_3g25460;266;233;272;98;112;93;147;212;174;122;183;113
FvH4_5g35370;197;178;193;409;214;220;867;897;992;2059;1912;2287
FvH4_2g34521;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g34520;259;205;205;317;272;262;164;76;125;67;60;52
FvH4_7g02550;617;564;614;323;295;305;713;882;1055;922;871;890
FvH4_3g37450;210;234;238;226;119;145;125;243;145;347;419;287
FvH4_7g26522;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g26521;6;4;4;1;0;0;0;0;0;0;1;1
FvH4_7g26520;2311;2254;2356;1534;1331;1230;873;1134;994;1128;1462;1136
FvH4_3g13480;1;3;3;1;0;1;5;7;1;1;1;0
FvH4_5g23390;0;1;1;1;2;1;0;3;0;0;4;1
FvH4_2g22540;264;250;220;355;279;261;433;870;561;1062;1421;913
FvH4_2g09560;1298;1299;1392;444;381;284;461;452;480;250;326;246
FvH4_7g14540;1012;1028;1137;411;384;325;369;457;411;152;244;139
FvH4_3g25470;2;1;2;8;5;3;0;20;6;5;23;6
FvH4_2g34510;63;37;32;315;333;321;0;1;2;17;6;9
FvH4_5g35360;1;0;2;0;0;0;0;0;0;0;1;0
FvH4_2g10560;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02561;0;0;0;0;0;0;0;0;0;1;11;2
FvH4_7g02560;275;248;238;271;164;171;86;243;82;175;799;207
FvH4_7g02563;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02562;0;0;0;0;1;0;0;0;1;1;1;0
FvH4_3g37440;80;67;69;16;15;8;38;16;43;62;13;44
FvH4_7g26511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g26510;2;4;4;1;1;0;0;0;0;5;3;4
FvH4_2g22530;65;63;101;54;43;47;180;211;231;56;132;51
FvH4_5g23380;203;179;241;79;69;50;145;175;138;230;235;223
FvH4_3g13490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g09570;3002;2814;2668;2984;3651;2855;59;101;66;16;134;27
FvH4_3g01430;0;0;1;3;1;0;0;0;0;0;3;0
FvH4_4g00430;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11300;269;293;311;170;186;152;114;127;105;127;162;118
FvH4_5g37930;2402;2298;2658;214;202;255;576;686;671;81;138;75
FvH4_5g11301;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g13960;5300;4890;5811;781;752;644;888;563;1328;297;193;219
FvH4_5g37931;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12421;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12420;293;288;299;338;304;266;557;629;654;379;623;367
FvH4_3g13420;369;388;331;319;237;249;141;213;166;311;392;250
FvH4_5g25950;2245;2133;2094;402;509;435;1204;1684;1450;982;1176;1050
FvH4_5g01980;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g01420;4;6;12;2;0;0;1;5;2;2;2;3
FvH4_4g00440;1893;1801;1904;2075;1956;1819;743;1202;722;1152;2687;1211
FvH4_5g11311;0;0;0;0;0;0;0;221;0;1;0;0
FvH4_5g11310;0;0;0;0;0;0;0;0;2;0;0;0
FvH4_5g37920;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_4g12410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36400;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11302;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_3g13435;12;31;28;1;4;1;8;13;9;0;2;0
FvH4_3g13434;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g13433;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g13432;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g13431;5;1;0;0;0;0;0;0;0;0;0;0
FvH4_3g13430;1022;965;1091;531;599;384;646;736;721;552;675;529
FvH4_5g25940;296;311;300;156;129;99;333;337;386;279;260;257
FvH4_4g00410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g25921;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g01410;808;740;948;625;493;410;432;604;439;557;644;461
FvH4_5g25922;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g01411;431;391;404;103;91;102;18;14;22;47;40;19
FvH4_5g13941;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g13940;313;240;363;252;179;108;165;105;167;176;174;129
FvH4_3g25420;112;87;98;229;119;134;167;159;192;301;371;284
FvH4_5g37910;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25421;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36410;24;18;26;13;14;15;22;12;24;4;17;3
FvH4_4g36411;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37900;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g01960;1;1;2;1;0;0;0;0;2;2;1;4
FvH4_5g25930;393;359;473;309;257;271;229;287;284;328;388;351
FvH4_3g37410;47;57;67;112;56;71;43;102;16;49;210;63
FvH4_5g25931;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25430;2445;2282;2805;214;316;255;241;448;322;56;201;39
FvH4_4g00420;38;28;33;21;9;8;9;10;2;12;25;12
FvH4_5g25910;2;2;1;0;1;0;0;1;0;1;2;0
FvH4_3g01400;5194;4810;5502;4684;3853;3257;0;0;22;0;0;0
FvH4_3g25431;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25432;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36420;17;20;21;2;7;7;1;4;4;2;4;2
FvH4_5g01970;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37400;1651;1533;1751;2071;1457;1462;543;667;596;694;1288;641
FvH4_5g25920;458;484;518;172;145;149;340;378;474;350;385;314
FvH4_3g37402;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37401;3;3;1;1;2;0;0;0;0;0;0;0
FvH4_5g11340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37970;541;458;465;59;71;43;854;951;1069;118;240;192
FvH4_2g34580;39;37;46;1;0;1;8;4;18;16;4;15
FvH4_4g00470;4;4;4;5;2;7;453;426;529;391;406;443
FvH4_5g35310;0;5;11;1;0;4;0;0;0;0;0;0
FvH4_3g01470;347;317;376;317;284;220;209;364;175;336;465;336
FvH4_4g12461;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g25990;51;44;49;18;13;12;9;25;5;2;42;8
FvH4_4g12460;46;36;37;28;34;57;32;17;42;28;13;27
FvH4_5g23330;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_4g24430;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g34570;1121;1061;1164;766;577;564;1124;1460;1495;1963;1991;1854
FvH4_4g00480;3748;3648;4168;2181;1945;1616;1918;1917;2195;1632;1651;1480
FvH4_5g11350;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35300;2;1;6;0;1;3;0;0;0;0;0;0
FvH4_5g35301;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g01460;2050;2032;2185;535;581;549;229;262;310;332;268;326
FvH4_4g12450;422;457;456;215;206;209;112;221;161;214;273;191
FvH4_2g22590;1022;981;1085;583;486;397;306;390;408;713;732;704
FvH4_5g23320;2348;1990;2206;1848;1588;1468;1440;1570;1327;1616;1908;1636
FvH4_5g23321;17;10;14;5;3;7;1;1;8;1;4;3
FvH4_3g01451;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g24420;31798;31467;36359;16517;17436;17454;11298;23744;11721;7864;11504;7116
FvH4_4g00450;1855;1747;1660;1902;1502;1673;2080;4589;2167;4140;6783;3905
FvH4_5g13980;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37950;292;252;360;125;112;136;61;144;101;23;89;28
FvH4_5g11320;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g01450;0;2;2;0;0;0;0;0;0;1;0;0
FvH4_4g12440;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_4g12441;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g25970;515;402;436;184;253;167;151;135;173;62;95;56
FvH4_5g25971;1;0;0;0;0;0;0;1;0;0;0;0
FvH4_1g23580;2;2;1;4;3;5;0;0;1;1;1;1
FvH4_3g13401;0;2;2;0;0;0;2;0;0;0;0;0
FvH4_3g13400;717;716;758;777;615;531;344;514;367;419;511;370
FvH4_5g23311;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g23310;26;32;20;78;56;61;275;225;293;356;361;330
FvH4_3g01440;294;271;334;251;149;128;92;112;102;200;198;176
FvH4_4g24410;352;267;316;634;567;460;1595;1597;1797;1645;1474;1536
FvH4_4g00460;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_4g24411;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g34591;78;111;127;27;11;4;44;41;56;45;58;58
FvH4_5g13990;2612;2586;2604;1175;1169;1117;798;1084;949;1149;1195;1152
FvH4_5g37940;6866;6491;7328;1318;1265;1347;2248;1985;3166;1510;820;1256
FvH4_2g34590;410;369;384;1071;821;688;114;190;121;277;271;205
FvH4_4g12430;81;85;80;77;72;44;42;59;72;88;69;67
FvH4_5g25960;127;104;129;23;5;13;3;2;2;7;19;3
FvH4_1g23590;665;654;662;691;526;403;549;610;657;497;637;488
FvH4_5g23300;822;840;852;490;404;402;483;634;409;214;370;190
FvH4_3g13410;841;725;842;372;401;276;106;69;163;172;79;88
FvH4_5g25961;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08040;50;45;49;17;22;24;30;58;37;46;81;52
FvH4_1g11690;152;155;180;147;80;94;270;348;233;268;317;259
FvH4_4g24480;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21020;460;456;561;93;155;128;63;67;63;11;13;10
FvH4_1g23680;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g23681;1;0;0;44;27;15;2;1;1;25;15;18
FvH4_4g36470;399;316;423;210;208;158;46;34;57;68;64;66
FvH4_1g08030;100;90;83;400;471;320;83;213;65;158;395;217
FvH4_1g11680;20;24;23;10;16;7;1;1;7;0;5;9
FvH4_1g21032;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21031;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21030;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12490;3538;3562;3699;6475;6577;4424;1579;2800;1360;1104;6024;1076
FvH4_4g12491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36480;1647;1541;1518;1741;1355;1173;1078;1193;1172;1396;1499;1335
FvH4_7g26490;305;279;323;159;111;127;142;160;183;218;357;187
FvH4_1g08061;101;99;114;4;3;1;46;31;64;38;68;26
FvH4_1g08060;301;307;288;397;201;209;80;251;102;418;437;366
FvH4_4g00490;157;153;152;66;43;36;113;97;121;50;77;63
FvH4_4g24461;4;6;5;5;3;7;2;0;1;9;9;5
FvH4_4g24460;3;6;5;0;0;0;4;0;1;0;1;1
FvH4_6g03511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03510;42;52;67;9;16;12;19;19;8;16;49;19
FvH4_4g36490;133;130;101;271;208;193;18;22;15;23;54;25
FvH4_4g12480;49;47;47;37;15;14;42;46;60;26;40;29
FvH4_1g21002;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21001;2;2;3;1;1;2;0;0;0;0;0;0
FvH4_1g23660;160;148;150;95;80;84;28;189;50;111;239;104
FvH4_1g21000;39;35;56;10;1;2;41;47;37;4;23;2
FvH4_1g08050;349;367;386;189;166;130;309;430;295;208;216;191
FvH4_4g24450;22;15;18;24;24;20;20;15;11;14;33;14
FvH4_6g03500;5;4;5;3;1;0;4;14;1;0;0;1
FvH4_1g23670;2145;2080;2104;8078;4982;4496;711;1010;961;2948;1877;2731
FvH4_1g23671;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08000;1550;1410;1558;1136;1094;883;736;955;867;1154;1279;1127
FvH4_1g11650;614;582;681;606;597;454;255;370;329;307;477;328
FvH4_6g15510;58;76;80;42;48;45;100;100;128;78;53;76
FvH4_1g23640;40;55;47;31;30;27;3;4;5;1;1;0
FvH4_6g03530;600;571;561;950;671;676;5632;5475;6071;3447;5141;3452
FvH4_1g23641;10;11;8;8;1;9;3;7;5;9;10;7
FvH4_1g23642;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36430;310;236;252;310;207;195;25;70;22;82;225;104
FvH4_6g03531;0;1;0;0;0;0;0;1;0;0;0;0
FvH4_1g11640;710;655;700;252;183;100;542;765;556;346;489;371
FvH4_6g15500;591;502;568;34;21;27;58;41;71;27;14;26
FvH4_4g36441;0;0;2;0;0;0;0;0;0;0;0;0
FvH4_6g27510;342;335;368;433;366;374;359;391;336;604;551;554
FvH4_6g27511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03520;553;476;471;515;504;483;261;464;322;298;641;280
FvH4_4g36440;145;179;183;35;28;19;9;15;12;11;18;8
FvH4_6g15530;22;16;17;9;4;9;199;289;242;195;166;232
FvH4_1g08020;1288;1195;1273;904;696;577;336;807;434;646;1046;671
FvH4_1g11671;0;1;0;1;0;1;5;1;2;0;1;0
FvH4_1g11670;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_1g23620;141;168;179;128;74;42;170;157;195;135;151;136
FvH4_6g03550;3;4;2;0;0;0;9;26;5;1;1;0
FvH4_4g36450;6;15;6;1;1;0;1;0;2;0;0;0
FvH4_1g08010;449;469;414;1640;1479;1227;500;848;526;1386;1591;1540
FvH4_6g15520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g24490;6;5;3;8;10;5;7;4;1;5;5;3
FvH4_1g11660;239;260;288;212;118;91;240;294;274;277;275;239
FvH4_1g23630;418;354;433;135;110;104;1;5;3;5;2;3
FvH4_4g36460;330;328;287;46;26;21;45;30;65;88;38;61
FvH4_2g09500;1537;1476;1642;889;743;676;488;628;641;463;487;391
FvH4_6g39520;1509;1400;1506;971;757;743;687;818;858;1152;1010;1018
FvH4_6g15550;1123;1143;1131;729;702;502;429;403;467;386;431;307
FvH4_1g11610;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40510;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02450;134;130;182;80;96;69;54;143;90;37;117;41
FvH4_6g27540;1;1;2;0;0;0;435;173;608;14;8;14
FvH4_1g23600;500;493;526;728;703;650;252;448;301;678;970;667
FvH4_7g26420;0;0;0;1;0;0;0;1;0;3;5;1
FvH4_7g14440;657;441;540;344;258;241;999;768;1365;1001;762;726
FvH4_6g03570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g10501;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39530;1544;1558;1528;1348;1220;1180;936;1655;1166;1461;1736;1391
FvH4_2g10500;491;448;539;1093;717;650;195;391;249;825;868;758
FvH4_6g15540;2909;2709;2847;2038;2071;1768;1320;2297;1530;1362;1637;1266
FvH4_1g11600;694;654;920;60;64;39;70;87;106;90;51;47
FvH4_2g09510;1;2;0;4;3;8;7;0;1;8;9;5
FvH4_6g40500;701;687;691;972;693;626;1061;1934;1041;1992;2714;1882
FvH4_7g02460;481;513;527;410;382;328;135;272;138;359;458;320
FvH4_6g03563;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03562;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_6g03561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g23610;94;98;105;1;3;4;20;13;23;3;8;15
FvH4_6g03560;62;95;110;42;44;40;25;40;17;26;25;21
FvH4_7g26410;2;1;2;0;1;0;0;28;1;0;13;3
FvH4_7g14430;14570;12655;15895;2869;2569;2244;3879;3504;4138;1323;935;1011
FvH4_6g27550;5;8;12;5;12;7;0;0;0;0;0;0
FvH4_2g10510;493;485;537;244;227;198;176;170;249;200;249;185
FvH4_1g11630;212;226;274;12;8;6;32;44;31;47;45;38
FvH4_6g39500;227;255;241;129;129;100;33;73;35;15;84;12
FvH4_2g09520;287;266;336;182;165;137;334;360;419;665;787;623
FvH4_7g02471;8;10;24;15;14;5;78;75;73;96;123;102
FvH4_7g02470;393;423;477;298;202;193;202;393;246;277;380;245
FvH4_6g27521;0;1;1;0;0;0;0;0;0;1;0;0
FvH4_2g22500;623;555;646;237;282;233;317;460;404;117;270;134
FvH4_6g27520;1;0;0;0;0;0;0;0;0;0;0;1
FvH4_6g27522;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_7g26440;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g14460;342;325;286;223;174;130;151;132;195;151;106;127
FvH4_6g03590;544;488;637;239;257;246;160;269;201;164;272;176
FvH4_1g11620;1876;1776;2015;1162;879;865;699;1008;837;1027;1125;926
FvH4_6g39510;502;443;545;415;351;275;492;686;606;1414;1216;1492
FvH4_6g39511;370;364;386;308;337;240;232;215;255;341;379;337
FvH4_2g09530;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39512;625;611;695;897;845;679;247;347;278;612;729;630
FvH4_6g39513;1690;1505;1721;1111;1020;880;670;1083;831;1361;1561;1357
FvH4_7g02480;0;0;0;0;0;0;0;3;0;0;0;0
FvH4_6g15560;515;502;569;231;228;215;217;156;258;264;141;256
FvH4_6g27530;41;45;41;30;15;14;37;64;31;39;112;29
FvH4_7g26430;509;743;809;381;282;364;293;802;117;54;1520;40
FvH4_7g14450;33;26;45;0;0;0;7;7;8;1;0;0
FvH4_6g03580;0;0;2;0;1;1;0;0;1;3;2;2
FvH4_6g40550;7;11;3;1;6;1;5;3;3;1;6;2
FvH4_7g02490;141;119;122;450;415;314;229;423;231;465;893;536
FvH4_3g37390;188;161;178;87;62;57;36;50;42;54;87;76
FvH4_6g39560;72;60;62;2;0;1;0;0;0;0;1;0
FvH4_6g15590;215;256;283;191;96;66;81;166;60;40;360;40
FvH4_6g52530;51;53;68;32;28;28;16;24;11;21;42;24
FvH4_7g14480;228;147;170;37;39;49;213;122;502;114;63;79
FvH4_7g26460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g27581;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g27580;315;313;324;149;116;102;264;265;302;171;139;170
FvH4_6g40560;4136;4436;4408;3761;3315;3144;1965;4437;1714;1016;3140;1011
FvH4_6g40540;901;890;935;411;340;328;299;364;396;201;269;206
FvH4_6g15581;29;29;40;237;222;168;453;397;368;722;761;636
FvH4_6g39570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39571;10975;9385;10046;2245;2936;2386;1068;1318;1092;264;472;216
FvH4_6g15580;119;185;184;1025;806;676;3;19;3;41;39;105
FvH4_6g52520;614;576;648;390;238;176;268;295;313;185;268;209
FvH4_3g37380;1555;1399;1541;423;562;448;673;1172;708;769;915;935
FvH4_7g14470;54;42;52;49;69;67;2858;3895;3158;2528;2961;2438
FvH4_7g26450;9;10;13;4;4;5;0;8;7;0;0;1
FvH4_6g40530;87;108;110;312;281;207;57;118;68;142;243;181
FvH4_6g39540;13;12;9;34;11;17;104;96;144;349;312;354
FvH4_6g52510;0;0;0;0;0;4;0;0;0;0;0;0
FvH4_7g26480;1525;1306;1358;786;680;631;514;543;590;693;528;774
FvH4_6g27560;497;525;594;287;229;166;256;309;261;145;208;162
FvH4_6g40520;10;6;8;5;0;1;1;0;1;1;3;3
FvH4_6g39550;289;260;303;98;87;85;370;398;519;573;582;519
FvH4_6g52500;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g14490;124;144;117;140;96;82;44;58;61;73;98;55
FvH4_7g26470;105;99;135;62;54;44;68;55;75;43;56;44
FvH4_6g27570;1677;1566;1646;2242;1794;1877;1252;1654;1311;1762;1890;1636
FvH4_3g25361;4;3;2;2;3;1;1;1;1;1;2;0
FvH4_2g32000;1057;956;1049;663;257;212;179;144;214;196;141;146
FvH4_3g25360;230;205;199;94;114;86;240;162;221;319;296;269
FvH4_5g35470;323;279;303;1243;571;413;583;643;652;1779;1735;1867
FvH4_2g10690;1253;1222;1311;1061;886;769;912;1075;950;1008;1215;828
FvH4_2g34660;2050;1932;2190;1631;1339;1172;197;204;236;83;108;83
FvH4_3g01390;1664;1552;1732;1327;913;856;496;738;596;622;801;663
FvH4_6g39480;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_6g52460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02600;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02602;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02601;4;2;1;3;1;0;13;8;17;18;16;15
FvH4_5g23490;1061;1002;1042;1741;1514;1368;354;886;428;1408;1707;1429
FvH4_2g20020;1;3;4;4;3;2;5;5;0;2;42;4
FvH4_3g13380;568;518;571;450;353;341;250;343;294;474;442;483
FvH4_3g37350;0;1;0;0;0;0;0;1;0;0;0;0
FvH4_5g23491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g22680;2;0;1;1;0;3;0;7;0;1;0;1
FvH4_2g07040;2768;2725;2780;663;713;587;1181;1211;1561;666;837;580
FvH4_2g22681;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40480;93;89;109;154;98;139;652;832;776;886;1112;863
FvH4_3g25370;674;395;294;275;159;170;1;4;31;1115;885;229
FvH4_2g34650;2254;2266;2355;1323;1197;1228;685;774;688;735;872;680
FvH4_5g35460;27;34;18;9;2;1;0;2;0;0;0;0
FvH4_6g39490;26;20;25;1;4;1;16;9;14;0;1;0
FvH4_3g01380;791;776;886;400;303;214;322;471;342;366;448;318
FvH4_2g19021;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_2g19020;1837;1811;2237;147;159;150;111;57;120;10;5;3
FvH4_7g02620;287;248;320;252;163;144;438;457;414;461;575;460
FvH4_6g52450;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g19024;27;11;29;22;18;14;16;7;10;13;30;9
FvH4_3g37340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02610;474;371;419;323;178;160;936;759;927;517;755;535
FvH4_2g19023;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g19022;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g20010;0;2;2;1;0;1;2;1;0;4;14;1
FvH4_3g13390;104;60;54;80;49;49;50;33;46;40;49;29
FvH4_5g23480;236;193;279;133;108;75;162;197;174;152;193;194
FvH4_2g07050;383;357;392;57;37;35;6;1;8;1;1;2
FvH4_2g07051;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g22670;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40470;2856;2702;2991;3116;3130;2765;768;1843;777;1346;2432;1589
FvH4_2g32021;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_2g32022;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11480;2646;2456;2733;2668;2369;2129;812;1507;1039;2128;2222;1928
FvH4_3g25380;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g19050;1;0;0;2;4;2;0;0;0;0;0;0
FvH4_2g34680;313;290;285;71;94;65;99;117;123;143;209;179
FvH4_5g35450;50;45;49;14;5;3;2;1;5;0;1;0
FvH4_2g32020;629;615;595;431;374;296;548;460;605;426;327;400
FvH4_3g01370;239;191;215;59;73;100;541;499;477;121;331;140
FvH4_6g39460;990;994;1044;2307;1807;1734;660;2428;577;635;3964;507
FvH4_6g52440;9;5;19;0;4;2;1;6;3;3;1;2
FvH4_7g02631;3;4;4;2;1;2;0;1;3;1;5;1
FvH4_7g02630;47;50;37;21;31;20;36;71;46;52;80;55
FvH4_7g26600;9;9;6;3;2;5;2;0;0;0;3;0
FvH4_6g52430;152;127;168;127;77;46;50;75;71;175;158;174
FvH4_3g37370;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g23470;67;58;65;66;75;47;21;37;34;35;29;34
FvH4_5g23471;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g27480;375;302;309;1749;1306;1145;410;383;445;2373;1590;2328
FvH4_6g40460;615;594;748;881;595;542;292;478;327;960;1187;1003
FvH4_6g27481;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g14620;138;169;169;82;64;63;580;465;623;647;552;739
FvH4_7g14600;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_6g40440;1;4;2;0;0;0;12;12;8;13;12;10
FvH4_2g32010;984;935;894;465;325;218;391;439;486;362;348;358
FvH4_5g11490;191;210;242;175;137;119;324;540;377;228;287;236
FvH4_2g34670;1804;1512;1776;1241;914;858;644;1074;654;880;1200;746
FvH4_6g39470;1554;1409;1547;2121;1647;1603;535;724;651;1036;1054;1015
FvH4_3g01360;6201;6285;6480;1432;1440;1346;1895;2086;2315;929;1066;836
FvH4_2g19040;1032;1049;1111;201;196;219;175;136;202;130;175;97
FvH4_6g52420;292;277;372;140;68;60;155;189;161;149;160;133
FvH4_7g02633;94;83;98;52;35;31;25;35;41;24;17;25
FvH4_7g02632;0;1;1;0;1;0;0;0;0;1;1;0
FvH4_2g20032;4;4;0;3;3;0;0;0;0;8;2;2
FvH4_2g20031;311;286;288;406;414;345;40;92;48;78;156;81
FvH4_3g37360;21;21;29;2;0;0;3;0;3;0;2;1
FvH4_5g23460;3;0;4;3;1;0;0;1;1;2;5;1
FvH4_2g20030;5;5;1;6;0;5;24;46;9;7;18;8
FvH4_2g22690;0;0;0;0;1;0;0;0;0;0;0;0
FvH4_6g27490;2056;2001;2226;1435;1343;1202;848;1100;1106;1646;1568;1569
FvH4_6g40450;1253;1142;1384;823;698;648;407;602;511;570;635;575
FvH4_2g07070;405;429;449;190;189;150;179;230;219;147;180;118
FvH4_2g07071;5;3;4;13;0;0;0;3;0;0;1;1
FvH4_7g14610;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_4g02930;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25320;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g07000;220;181;214;222;199;169;135;222;150;162;320;186
FvH4_2g10650;675;651;721;565;465;439;239;267;260;243;274;246
FvH4_2g34620;563;502;541;606;440;377;383;493;422;592;508;489
