Name;FK0HR1;FK0HR2;FK0HR3;FK42DR1;FK42DR2;FK42DR3;FL0HR1;FL0HR2;FL0HR3;FL42DR1;FL42DR2;FL42DR3
FvH4_3g22140;202;208;235;80;96;63;103;146;171;116;137;144
FvH4_5g19030;103;114;123;74;48;58;38;12;30;51;35;25
FvH4_1g12250;460;418;485;452;433;328;217;268;253;409;412;398
FvH4_5g34650;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18490;1778;1566;1800;1519;1544;1239;632;648;717;464;626;423
FvH4_6g31490;3206;3293;3309;1970;1484;1394;1202;1930;1579;2236;2378;1750
FvH4_3g10160;20;13;29;6;1;5;920;665;1126;213;252;263
FvH4_3g36770;567;521;587;389;276;270;180;299;186;144;241;165
FvH4_1g24260;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_2g25420;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g00270;1;5;4;0;0;0;0;1;2;1;2;0
FvH4_1g24261;0;0;0;4;3;2;0;0;1;0;0;1
FvH4_3g34110;236;236;257;87;55;46;64;77;112;69;110;77
FvH4_5g20010;3;0;3;0;1;0;1;0;0;1;0;0
FvH4_5g20011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43460;75;67;61;131;73;79;52;26;37;30;70;30
FvH4_3g22150;0;0;0;0;4;0;0;0;0;0;0;0
FvH4_2g01480;1381;1387;1392;1163;1268;1112;1987;3712;2786;8686;12085;7057
FvH4_3g46120;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31461;144;116;155;35;30;38;78;28;126;29;12;35
FvH4_5g10670;1;0;0;1;0;0;0;0;2;0;0;0
FvH4_6g31460;1552;1514;1667;668;574;427;573;646;777;929;872;828
FvH4_1g12280;233;213;215;13;23;20;636;577;803;393;387;300
FvH4_2g37430;184;179;214;11;2;4;7;4;10;39;24;11
FvH4_5g34640;1368;1382;1387;920;828;607;650;587;810;514;846;396
FvH4_4g21590;516;501;476;514;420;377;1511;1488;1634;832;932;799
FvH4_3g10170;340;346;312;293;326;252;264;330;287;452;565;550
FvH4_2g13470;558;571;565;379;348;313;167;136;200;182;250;181
FvH4_5g07020;3204;3053;2957;9028;7433;6300;1385;2006;1519;8766;7959;9639
FvH4_3g34140;976;849;902;820;638;585;348;532;436;761;741;659
FvH4_1g26890;917;837;960;67;180;158;42;48;76;17;6;10
FvH4_5g09680;8;16;3;1;0;0;60;66;84;49;33;35
FvH4_6g43450;1534;1366;1400;3344;2926;2155;1130;1204;1183;1467;2049;1419
FvH4_5g09681;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g22660;0;2;0;0;0;0;7;8;10;1;2;0
FvH4_2g25450;181;208;187;413;398;432;54;67;39;811;370;869
FvH4_1g24230;42;54;57;21;13;16;15;33;17;19;20;27
FvH4_5g20000;1058;1029;1195;735;762;589;386;378;391;204;383;203
FvH4_3g00790;2358;2108;2046;8472;7027;5771;867;1240;1031;4683;4138;5086
FvH4_3g22160;612;575;624;641;431;397;346;406;336;318;437;344
FvH4_3g22161;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22162;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_4g21580;276;306;331;177;173;121;183;254;216;337;400;321
FvH4_2g01490;0;0;0;0;0;2;0;0;1;0;0;0
FvH4_5g19010;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g09690;352;301;340;118;115;78;105;164;153;74;76;72
FvH4_2g37420;0;1;0;0;0;0;2;15;1;0;0;0
FvH4_5g10680;26;23;35;23;15;26;0;3;8;7;2;0
FvH4_5g34630;18;10;25;48;30;22;19;16;15;43;49;49
FvH4_6g31470;395;397;381;325;287;236;155;232;205;112;155;123
FvH4_3g36790;3011;2764;2953;2345;2352;2126;1415;2222;1577;1841;2761;1716
FvH4_3g10181;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g13460;295;339;323;221;186;157;1335;1067;1625;1223;1494;1190
FvH4_2g13461;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g10180;747;691;806;499;540;493;553;562;657;417;334;389
FvH4_5g07030;405;327;431;339;265;212;412;575;396;495;442;519
FvH4_6g43440;0;1;0;9;2;0;0;0;0;28;10;56
FvH4_1g24240;2123;1851;2074;987;916;847;788;978;889;852;891;768
FvH4_2g25440;101;99;119;94;67;58;51;49;60;87;111;64
FvH4_1g00290;22;14;20;2;0;14;0;0;0;2;1;1
FvH4_1g24241;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g22650;102;100;126;193;129;133;122;169;147;339;374;345
FvH4_2g01420;2;3;2;1;4;0;0;0;1;0;0;0
FvH4_5g07080;447;459;542;129;119;110;234;203;282;173;168;121
FvH4_1g12220;1309;1111;1200;1849;1359;1116;321;356;398;710;1105;656
FvH4_1g14882;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g14881;2;1;4;7;3;3;0;0;0;2;4;2
FvH4_1g14880;8;7;4;25;17;5;0;4;0;5;2;3
FvH4_4g33560;1065;936;1027;777;734;600;224;427;306;648;711;572
FvH4_3g09190;455;413;424;147;123;134;147;234;158;186;307;153
FvH4_5g20060;5941;5635;6146;2513;2345;1985;2389;2450;2776;2103;2428;1985
FvH4_5g32040;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g13410;2145;1752;1590;327;207;208;3223;2148;3881;805;750;726
FvH4_2g13411;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g19060;193;171;202;148;126;138;75;188;76;188;307;180
FvH4_3g36740;1;3;0;0;0;5;0;12;3;0;0;0
FvH4_1g00240;82;83;79;65;18;36;1294;981;1462;1673;1055;1609
FvH4_3g12770;79;69;74;47;21;33;27;21;33;34;44;36
FvH4_1g24210;1;0;0;0;0;0;3;1;0;0;0;0
FvH4_3g10110;37;20;25;18;14;9;11;6;14;8;13;14
FvH4_1g12211;12;17;17;1;3;3;30;7;36;48;14;13
FvH4_2g01430;2233;2159;2540;2211;1758;1430;264;256;285;1282;1126;1049
FvH4_5g07090;908;825;869;577;539;450;431;455;475;814;753;760
FvH4_1g12210;1224;1455;1514;1131;895;1154;51;59;87;87;250;63
FvH4_1g14871;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g24760;146;146;158;132;86;68;126;153;119;35;71;37
FvH4_1g14870;1;0;0;0;0;0;0;5;1;3;7;10
FvH4_3g22100;961;951;1016;457;450;451;1265;1302;1600;1216;1411;1139
FvH4_3g22101;593;562;593;678;527;456;264;388;297;578;620;512
FvH4_4g33571;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g24223;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g12780;1333;1205;1295;1201;1053;777;279;344;305;318;421;308
FvH4_4g33570;1835;1713;1958;1967;1540;1231;781;939;979;1550;1938;1493
FvH4_3g09180;1086;1061;1253;613;538;499;346;522;462;373;559;373
FvH4_4g33572;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g32031;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g32030;592;487;647;428;341;294;297;444;406;405;595;381
FvH4_1g02890;362;309;291;445;526;423;423;1136;454;151;1911;182
FvH4_5g20050;0;0;0;0;0;0;0;3;1;0;2;0
FvH4_1g26880;10;5;9;4;2;0;0;0;0;1;1;0
FvH4_2g13400;0;1;2;0;0;0;0;0;0;0;0;0
FvH4_5g19070;23;21;34;6;11;10;5;16;2;1;3;7
FvH4_1g24220;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g00230;115;131;150;93;51;37;58;99;91;177;176;156
FvH4_1g24222;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g36730;260;261;208;374;272;248;72;88;54;13;32;16
FvH4_1g24221;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g24770;241;262;229;238;165;150;498;480;739;930;938;937
FvH4_2g01440;1403;1434;1497;815;658;661;430;536;455;493;619;454
FvH4_5g34680;342;318;336;229;225;123;178;158;170;197;247;219
FvH4_5g07060;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g34681;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g22110;268;257;286;427;335;295;292;562;305;330;859;402
FvH4_1g12240;111;60;88;38;34;39;23;56;31;37;52;44
FvH4_3g22111;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g12241;235;229;266;168;221;173;72;51;84;134;99;99
FvH4_3g12790;111;124;116;186;178;139;8;3;12;11;4;10
FvH4_3g09170;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g36760;0;0;0;0;0;0;0;0;0;0;0;2
FvH4_5g32020;1622;1382;1688;901;1035;988;648;665;798;509;682;534
FvH4_2g13430;280;262;278;720;474;362;370;310;432;830;691;815
FvH4_2g25410;283;260;319;169;234;158;145;154;184;115;164;111
FvH4_1g00260;0;1;1;0;0;0;0;0;0;0;0;0
FvH4_2g13431;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g34101;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g19040;1684;1469;1547;266;288;246;592;726;689;177;327;167
FvH4_5g20040;27;28;19;23;33;29;4;30;24;43;66;36
FvH4_3g34100;34;30;43;0;12;3;10;17;24;3;1;11
FvH4_5g20041;1;1;1;0;0;0;0;0;1;1;1;0
FvH4_1g26850;264;172;152;43;17;20;24;29;50;40;16;72
FvH4_6g43490;57;53;113;43;31;33;2;0;1;1;0;1
FvH4_3g10130;0;0;0;0;0;2;0;0;0;0;0;0
FvH4_6g43491;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_4g33580;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g24780;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g01450;731;653;703;1450;1170;999;358;382;383;1077;1011;1141
FvH4_1g14890;0;0;0;0;0;0;0;12;0;0;0;0
FvH4_5g34670;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g07070;137;112;144;95;30;35;5991;3852;6702;3942;2358;4107
FvH4_3g22120;384;323;358;711;583;486;175;225;205;336;456;282
FvH4_3g22121;263;261;282;139;77;76;1402;957;1791;919;712;961
FvH4_1g14891;96;98;85;15;36;36;2;51;7;121;272;167
FvH4_3g10140;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g32010;589;531;629;502;636;405;229;351;234;328;382;319
FvH4_2g25400;192;183;192;3159;3316;3644;487;420;462;1848;1549;1689
FvH4_2g13420;1137;1009;1143;854;839;789;512;627;493;612;784;579
FvH4_5g19050;23;15;11;7;10;13;5;17;11;11;20;10
FvH4_5g22690;0;0;0;0;0;0;1;6;8;1;1;2
FvH4_5g20030;2;0;0;1;0;0;0;0;0;0;0;0
FvH4_5g20031;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g36750;63;58;57;145;91;82;25;62;36;101;162;125
FvH4_3g10141;35;27;31;12;3;5;2;4;4;3;2;3
FvH4_3g36751;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43480;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g24200;333;311;362;137;125;82;141;182;169;154;151;126
FvH4_1g00250;1009;940;1004;1196;1066;897;756;927;736;1105;1531;1128
FvH4_1g26860;2473;2378;2638;2706;2051;1730;1236;1730;1482;2536;2708;2727
FvH4_4g33590;0;0;1;0;1;0;0;0;0;0;0;0
FvH4_2g25390;80;63;44;219;197;132;33;50;11;116;85;126
FvH4_5g22710;21;21;12;38;34;34;24;24;27;23;45;19
FvH4_1g12300;972;1033;1118;1195;939;781;682;808;764;1695;2004;1617
FvH4_1g14961;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g03140;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_7g29770;980;855;1035;390;268;265;288;449;402;160;224;146
FvH4_7g29771;120;76;98;40;26;17;27;23;33;18;21;10
FvH4_2g37376;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g24710;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g37377;22;24;33;22;17;11;8;15;15;23;28;17
FvH4_2g37374;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g37375;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g14960;436;416;379;559;458;399;217;383;232;316;446;337
FvH4_2g37372;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g37373;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g37370;664;638;645;607;530;423;579;603;561;547;695;544
FvH4_2g37371;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g10720;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g17790;108;99;85;62;62;50;545;212;732;1560;703;1333
FvH4_7g27110;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g30750;1589;1571;1514;1206;996;922;438;796;578;929;1040;820
FvH4_3g36700;53;44;40;227;212;196;7;16;9;1;34;1
FvH4_1g02980;7;8;7;6;7;2;6;13;5;15;11;11
FvH4_3g12730;40;44;28;20;16;16;94;102;106;50;67;41
FvH4_1g26950;567;575;554;560;367;350;239;380;338;732;521;617
FvH4_5g09740;270;255;285;149;140;123;109;193;143;140;198;142
FvH4_5g09741;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g14950;3;3;3;44;63;36;7;8;6;31;51;43
FvH4_5g22700;1;1;1;0;0;0;6;4;10;1;0;0
FvH4_7g29760;922;914;954;504;466;423;662;1084;843;882;1067;823
FvH4_7g29761;2950;2786;3165;1833;1721;1597;1019;1566;1265;2064;2323;1636
FvH4_3g00730;125;105;119;38;15;9;102;84;129;93;64;106
FvH4_2g37360;3708;3584;4022;1560;1416;1313;1143;2119;1401;1558;1964;1412
FvH4_1g24300;684;691;736;218;332;231;69;113;58;179;323;200
FvH4_5g10730;55;49;69;58;40;37;54;75;70;320;240;408
FvH4_7g27100;8;4;15;2;18;10;15;75;16;32;107;41
FvH4_7g17780;1017;921;902;463;518;413;780;1013;803;203;386;249
FvH4_3g12743;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g15120;3263;3085;3475;2414;2171;1925;1238;1574;1386;1811;2115;1886
FvH4_7g30740;201;212;212;25;14;15;11;19;19;22;36;6
FvH4_3g12741;0;0;0;0;2;0;1;1;0;1;7;1
FvH4_1g02970;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_3g12742;1;0;1;0;0;1;0;1;0;0;0;0
FvH4_3g12740;56;67;69;80;56;62;35;59;56;43;72;53
FvH4_2g25380;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g12321;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g03160;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g29790;378;347;444;119;91;81;3;17;13;37;24;3
FvH4_7g30780;473;462;587;1126;1248;1137;0;8;13;1;26;5
FvH4_3g24731;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g12320;263;228;215;307;258;296;1124;1264;1414;1820;2118;1782
FvH4_1g14980;220;292;194;1;7;1;0;3;1;0;0;0
FvH4_3g24730;2419;2050;2300;877;536;366;2326;2008;2692;326;663;255
FvH4_1g00345;13;27;20;5;8;5;1;345;11;8;23;6
FvH4_2g37390;0;1;0;0;3;1;0;17;0;0;2;0
FvH4_1g00344;165;171;168;95;78;80;540;528;596;341;478;330
FvH4_5g10700;161;177;155;11;9;4;2;1;10;11;8;7
FvH4_1g00343;105;82;84;27;16;7;812;585;726;131;161;100
FvH4_1g00342;134;128;153;70;72;73;460;460;544;307;428;268
FvH4_1g26930;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g00714;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g00713;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g15150;0;0;0;2;0;2;0;0;1;0;0;0
FvH4_3g00712;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g00346;758;715;697;870;935;662;181;293;219;173;498;120
FvH4_3g00711;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g27132;1282;1185;1354;336;357;273;132;101;190;21;42;12
FvH4_7g27131;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g27130;2868;3114;4693;4;3;9;1;5;4;0;0;0
FvH4_7g30770;215;192;220;197;161;106;15;12;7;8;14;7
FvH4_1g00341;0;1;3;0;1;0;2;2;3;1;2;1
FvH4_1g00340;0;0;0;4;1;4;0;45;0;1;55;11
FvH4_3g36720;630;579;533;517;648;521;246;456;137;95;528;104
FvH4_5g09720;7;10;11;28;16;20;441;382;503;626;423;607
FvH4_1g12310;323;308;354;504;422;361;208;375;260;306;413;312
FvH4_7g03170;8;3;2;3;1;2;2;2;3;0;5;0
FvH4_7g29780;1;2;0;0;0;0;0;0;0;0;1;0
FvH4_3g00710;132;118;126;78;43;54;148;135;140;32;83;56
FvH4_1g14970;741;684;785;2921;2204;1996;67;51;60;79;112;84
FvH4_2g37381;1994;1915;1415;406;1805;568;19;223;30;19;29;20
FvH4_3g24741;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g24740;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g10710;118;87;63;22;5;6;0;0;0;2;7;0
FvH4_2g37380;267;275;280;306;269;229;135;198;186;187;269;235
FvH4_1g26940;444;367;443;309;245;206;244;230;252;361;496;351
FvH4_1g26941;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g02993;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g15140;225;211;228;563;684;624;323;390;269;391;530;397
FvH4_3g00700;169;157;170;126;122;115;168;272;170;125;277;129
FvH4_3g36710;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g27120;93;91;119;87;58;50;101;162;77;210;657;282
FvH4_1g02990;659;673;658;347;379;367;388;725;424;322;549;339
FvH4_3g10101;332;339;436;188;103;96;257;329;243;280;462;310
FvH4_3g36711;31;26;29;7;8;9;0;1;0;0;1;0
FvH4_1g02991;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g02992;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g30760;1;0;0;0;4;3;0;0;0;0;0;0
FvH4_1g00330;290;286;302;829;654;807;131;209;80;208;481;256
FvH4_3g10100;2;0;0;2;0;0;1;2;5;0;0;0
FvH4_5g09730;417;443;451;392;345;330;298;512;308;227;551;207
FvH4_1g14920;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g19100;127;133;124;175;95;69;101;116;165;138;147;122
FvH4_7g03180;1;0;0;1;2;1;0;0;1;0;1;0
FvH4_3g09113;30;29;28;41;36;15;67;50;91;50;73;45
FvH4_3g09112;18;20;17;47;52;38;10;18;19;75;9;40
FvH4_3g09111;18;19;29;68;73;53;16;12;6;12;23;19
FvH4_3g09110;396;366;479;301;209;242;3770;2416;3744;464;495;407
FvH4_2g39990;64;62;68;3;1;2;5;1;4;8;2;5
FvH4_5g34740;0;0;0;0;0;0;0;0;0;1;0;1
FvH4_3g00781;332;319;389;77;63;65;573;613;634;573;548;544
FvH4_5g10770;132;110;160;17;13;21;122;72;162;54;47;46
FvH4_5g34741;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g00780;4428;4061;4781;2227;2578;2436;2686;3452;2632;1172;1853;1056
FvH4_1g26910;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g13370;225;183;197;16;21;17;8;8;23;24;26;26
FvH4_7g15170;455;373;376;695;713;697;275;282;229;392;469;378
FvH4_5g07120;0;0;0;0;0;1;0;36;0;0;0;0
FvH4_2g40990;1203;1160;1335;655;532;493;472;667;476;285;461;267
FvH4_1g02940;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g02941;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g09780;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g09781;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g25351;39;32;36;60;55;85;33;119;54;22;53;20
FvH4_5g09782;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g27150;344;363;364;293;233;216;64;38;92;45;80;42
FvH4_2g25350;952;984;1080;173;139;99;279;226;375;269;263;245
FvH4_5g09783;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g09784;103;95;58;460;410;406;3;5;1;3;3;1
FvH4_5g22760;224;193;263;104;95;80;142;179;189;214;216;185
FvH4_5g20100;0;3;0;0;0;0;0;0;0;0;0;0
FvH4_2g01390;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g03190;1;5;3;2;8;0;4;0;2;2;3;2
FvH4_7g30790;83;85;81;42;35;35;65;79;73;69;132;62
FvH4_5g19110;79;102;267;156;130;191;0;3;1;0;0;0
FvH4_5g10780;0;0;0;0;0;1;0;0;0;2;1;0
FvH4_2g37320;411;379;421;3875;2710;2183;1012;1236;802;1646;1970;1445
FvH4_2g39980;540;519;568;199;132;120;474;580;537;223;316;215
FvH4_3g00770;1113;948;1075;861;897;733;1326;1682;1382;914;969;858
FvH4_5g34730;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_1g26920;0;1;0;0;0;0;0;0;0;6;2;1
FvH4_2g13360;1;4;2;1;0;1;1;1;5;0;0;1
FvH4_2g13361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g15160;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g02930;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g09790;354;335;344;1081;956;812;634;1643;539;1552;4064;1878
FvH4_3g12700;524;530;583;295;289;237;218;383;275;347;494;316
FvH4_7g27140;1631;1474;1561;1324;1275;1190;565;615;543;503;669;476
FvH4_2g25340;154;162;173;187;120;113;886;909;1064;1068;925;1110
FvH4_5g22750;144;137;174;113;104;66;121;123;152;158;152;126
FvH4_1g14940;6;5;7;3;3;5;0;2;0;1;1;0
FvH4_2g37350;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g10750;98;76;66;20;21;13;11;21;40;45;98;38
FvH4_3g00760;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_5g10751;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g34720;754;635;671;3747;3198;2943;365;383;357;1678;1323;2163
FvH4_2g13390;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g34710;636;632;751;579;499;480;262;299;298;786;744;821
FvH4_1g00300;53;76;103;833;853;736;12;19;25;116;504;91
FvH4_7g15190;48;49;52;33;29;29;18;62;17;15;25;17
FvH4_5g07100;2260;2166;2311;1582;1326;1262;859;1095;904;1392;1499;1258
FvH4_1g02960;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40970;1458;1402;1577;783;671;669;535;455;546;516;703;460
FvH4_3g12710;2685;2757;2912;1552;1452;1066;919;1021;1122;784;966;733
FvH4_3g12711;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g27170;45;36;38;35;28;39;15;16;32;20;36;45
FvH4_2g25370;323;355;365;260;204;197;130;139;151;174;229;215
FvH4_5g22740;233;208;232;583;523;520;188;156;256;415;298;459
FvH4_1g14930;38;74;24;6;31;42;0;8;2;459;333;740
FvH4_5g22720;765;760;786;505;630;532;309;446;342;366;582;390
FvH4_3g24700;1;0;0;1;11;2;0;0;0;0;0;0
FvH4_3g00750;241;242;261;145;162;125;1170;1024;1100;191;542;157
FvH4_2g37340;575;487;421;606;393;314;199;224;249;194;157;215
FvH4_2g13380;2681;2261;2915;311;416;376;1488;1724;1953;529;591;536
FvH4_5g34700;376;343;366;461;359;299;130;184;162;283;384;249
FvH4_2g13381;0;0;0;2;0;0;0;0;0;0;0;0
FvH4_5g07111;0;0;0;0;0;0;0;6;0;0;0;0
FvH4_7g15180;1020;961;954;949;913;751;306;461;307;665;717;705
FvH4_5g07110;194;209;210;108;143;112;67;146;49;51;107;39
FvH4_2g40980;985;850;968;162;160;102;117;92;157;48;30;23
FvH4_1g02950;308;285;265;142;189;125;142;233;202;66;167;35
FvH4_1g26900;62;39;32;4;3;4;1;2;7;6;5;11
FvH4_5g09770;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g12720;66;79;58;137;161;133;113;388;32;29;378;26
FvH4_5g22730;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_7g05720;654;574;634;422;314;320;294;464;338;443;622;354
FvH4_1g02900;25;30;16;37;47;41;13;372;2;1;151;3
FvH4_4g08601;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08600;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_7g17710;3;1;0;0;0;1;0;0;1;1;2;0
FvH4_7g05730;2219;2063;2213;3189;2516;2208;1299;2167;1457;2037;2529;1971
FvH4_7g17700;261;244;309;182;163;154;115;96;174;206;247;212
FvH4_1g14901;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g14900;375;436;485;198;179;222;1;2;1;1;4;2
FvH4_7g05740;297;324;311;19;7;8;40;48;140;57;38;57
FvH4_1g02920;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g05750;320;345;304;223;136;140;117;212;100;123;163;113
FvH4_7g29700;9;10;7;0;0;0;0;0;0;0;0;0
FvH4_1g02910;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g17721;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g17720;2;0;0;0;1;1;2;0;0;1;0;0
FvH4_7g17722;0;0;0;0;0;0;0;0;0;0;0;2
FvH4_7g05761;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g05760;107;105;88;86;63;55;114;108;150;319;286;326
FvH4_5g09700;50;36;48;25;19;16;2376;1665;3046;2966;2104;2811
FvH4_4g08641;5;3;3;2;4;2;0;2;0;0;3;1
FvH4_4g08640;160;187;217;193;202;139;160;224;243;454;481;404
FvH4_4g08643;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08642;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_6g06400;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08645;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08644;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08647;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08646;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g21600;265;268;306;195;259;185;353;635;293;251;1507;295
FvH4_4g08649;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g30710;1;0;0;0;0;2;0;0;0;0;2;0
FvH4_4g08648;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g05772;4;0;1;0;0;1;0;0;0;0;0;0
FvH4_7g05770;0;0;0;5;1;3;0;27;7;1;1;0
FvH4_7g03110;414;399;473;218;151;155;39;50;24;10;8;12
FvH4_7g05771;1;1;0;2;0;0;39;76;58;63;78;74
FvH4_7g29720;77;55;40;0;5;2;0;0;3;5;12;1
FvH4_7g29721;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g29722;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g29723;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g29724;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g09710;397;312;339;420;271;249;285;357;260;398;627;408
FvH4_4g08630;241;252;237;229;207;214;74;240;68;340;508;280
FvH4_4g08631;34;28;41;33;35;25;25;54;26;31;34;24
FvH4_7g17740;327;308;320;395;362;325;216;187;249;482;542;513
FvH4_7g30700;440;462;536;175;94;98;201;226;215;144;156;123
FvH4_6g18400;2067;1783;2193;842;894;771;941;922;1165;234;412;214
FvH4_7g05780;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g03120;755;680;1203;193;150;152;73;91;110;6;4;3
FvH4_7g29750;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g29751;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g05781;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_6g06420;382;411;437;316;182;166;131;235;152;394;380;344
FvH4_7g17770;187;207;189;447;347;341;156;138;206;99;67;68
